epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
74,2718.07,1.39818,1.0295,0.98358,0.0085,0.26088,0.00856,0.13298,0.0539,3.21301,5.8621,1.74032,0,0.002773,0.002773,0.002773,0.0013865
75,2754.03,1.37668,1.01105,0.9844,0.00771,0.21442,0.01068,0.11015,0.04184,3.3266,5.79427,1.85132,0,0.002674,0.002674,0.002674,0.001337
76,2790.25,1.37919,1.01005,0.98604,0.00681,0.21156,0.00801,0.10841,0.04074,3.34373,5.8821,1.85406,0,0.002575,0.002575,0.002575,0.0012875
77,2826.27,1.38507,1.01468,0.98154,0.00586,0.26473,0.00907,0.13488,0.05499,3.30905,5.8839,1.84332,0,0.002476,0.002476,0.002476,0.001238
78,2862.85,1.38352,1.01454,0.98235,0.0049,0.07214,0.0073,0.0382,0.01357,3.27403,5.91903,1.81785,0,0.002377,0.002377,0.002377,0.0011885
79,2898.96,1.37252,1.00521,0.98189,0.00399,0.26294,0.00982,0.13424,0.05467,3.16976,5.83639,1.73923,0,0.002278,0.002278,0.002278,0.001139
80,2935.1,1.37568,1.00981,0.98158,0.00315,0.17121,0.00778,0.08782,0.02618,3.25552,5.89156,1.75302,0,0.002179,0.002179,0.002179,0.0010895
81,2971.37,1.37341,1.0013,0.98083,0.00241,0.1676,0.00671,0.08585,0.0234,3.27731,5.94268,1.76197,0,0.00208,0.00208,0.00208,0.00104
82,3007.63,1.37597,1.00294,0.97981,0.00179,0.16839,0.0061,0.08603,0.02836,3.29135,5.96993,1.76502,0,0.001981,0.001981,0.001981,0.0009905
83,3043.44,1.36837,0.99949,0.97852,0.00129,0.26724,0.00699,0.13554,0.06278,3.26965,5.9292,1.75493,0,0.001882,0.001882,0.001882,0.000941
84,3079.21,1.36914,0.99918,0.98123,0.0009,0.07307,0.00609,0.03828,0.0135,3.25638,5.92022,1.7348,0,0.001783,0.001783,0.001783,0.0008915
85,3115.21,1.36837,0.99751,0.9792,0.00061,0.0712,0.00613,0.03746,0.01349,3.28874,5.93117,1.74127,0,0.001684,0.001684,0.001684,0.000842
86,3151.64,1.36497,0.9914,0.97825,0.00039,0.08539,0.0058,0.04439,0.01556,3.31564,5.97004,1.76552,0,0.001585,0.001585,0.001585,0.0007925
87,3187.78,1.36207,0.99009,0.97678,0.00025,0.07314,0.00587,0.0384,0.01338,3.31769,6.02592,1.76328,0,0.001486,0.001486,0.001486,0.000743
88,3223.93,1.35365,0.97889,0.97458,0.00015,0.17056,0.00657,0.08709,0.02842,3.32178,6.02545,1.76833,0,0.001387,0.001387,0.001387,0.0006935
89,3259.87,1.36096,0.98686,0.97659,9e-05,0.06996,0.00686,0.03691,0.01268,3.31437,6.00614,1.77946,0,0.001288,0.001288,0.001288,0.000644
90,3296.1,1.36001,0.99096,0.97758,5e-05,0.06951,0.00616,0.03665,0.01288,3.33141,6.03011,1.80964,0,0.001189,0.001189,0.001189,0.0005945
91,3333.43,1.3329,0.96685,0.98651,3e-05,0.18017,0.00981,0.09299,0.05987,3.12107,5.87519,1.64808,0,0.00109,0.00109,0.00109,0.000545
92,3368.05,1.323,0.94746,0.98009,1e-05,0.15015,0.01259,0.07868,0.03925,3.01906,5.76009,1.59607,0,0.000991,0.000991,0.000991,0.0004955
93,3403.09,1.32233,0.94886,0.97969,1e-05,0.13658,0.01448,0.0724,0.03451,3.02744,5.70871,1.59562,0,0.000892,0.000892,0.000892,0.000446
94,3438.12,1.3155,0.94207,0.98104,0,0.14332,0.01421,0.07568,0.03306,3.0157,5.70879,1.5925,0,0.000793,0.000793,0.000793,0.0003965
95,3473.5,1.31134,0.9376,0.97751,0,0.13936,0.01463,0.07382,0.03259,3.05269,5.70412,1.60756,0,0.000694,0.000694,0.000694,0.000347
96,3508.31,1.30819,0.93263,0.97685,0,0.13395,0.01387,0.07094,0.03007,3.06844,5.72461,1.62124,0,0.000595,0.000595,0.000595,0.0002975
97,3543.82,1.30615,0.93102,0.9766,0,0.13705,0.01353,0.07236,0.03041,3.09562,5.73379,1.63005,0,0.000496,0.000496,0.000496,0.000248
98,3578.63,1.30455,0.92774,0.97419,0,0.13696,0.01371,0.07238,0.03136,3.11792,5.73802,1.63445,0,0.000397,0.000397,0.000397,0.0001985
99,3613.38,1.30635,0.92846,0.9749,0,0.13995,0.01295,0.07368,0.02947,3.12097,5.74345,1.63729,0,0.000298,0.000298,0.000298,0.000149
100,3648.3,1.30428,0.92438,0.97508,0,0.1428,0.0131,0.07506,0.03235,3.12369,5.73775,1.63456,0,0.000199,0.000199,0.000199,9.95e-05
