layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.20/m.0/m/m.0/cv1/conv/Conv,Conv,/model.20/m.0/m/m.0/cv1/conv/Conv_output_0,9.5301,4.7065,2.025,3.6,3.2178
/model.14/m.0/m/m.0/cv1/conv/Conv,Conv,/model.14/m.0/m/m.0/cv1/conv/Conv_output_0,9.1475,4.4024,2.078,3.4,3.2114
/model.10/m.1/m.1.0/mlp/mlp.1/conv/Conv,Conv,/model.10/m.1/m.1.0/mlp/mlp.1/conv/Conv_output_0,6.2548,3.3599,1.862,4.3,3.2073
/model.7/m.1/m.1.1/Add_1,Add,/model.7/m.1/m.1.1/Add_1_output_0,17.6602,8.3066,2.126,3.2,3.2006
/model.10/m.1/m.1.1/attn/MatMul_1,MatMul,/model.10/m.1/m.1.1/attn/MatMul_1_output_0,8.2244,4.2711,1.926,4.0,3.1948
/model.7/m.1/m.1.0/attn/Mul,Mul,/model.7/m.1/m.1.0/attn/Mul_output_0,22.7907,9.039,2.521,2.3,3.1674
/model.10/m.1/m.1.0/attn/Mul,Mul,/model.10/m.1/m.1.0/attn/Mul_output_0,29.1764,11.6606,2.502,2.3,3.1666
/model.2/m.0/cv2/act/Mul,Mul,/model.2/m.0/cv2/act/Mul_output_0,12.1096,5.1776,2.339,2.6,3.1556
/model.5/experts.2/conv/conv.4/Mul,Mul,/model.5/experts.2/conv/conv.4/Mul_output_0,5.113,2.7576,1.854,4.2,3.1531
/model.20/m.0/m/m.1/cv2/conv/Conv,Conv,/model.20/m.0/m/m.1/cv2/conv/Conv_output_0,6.5263,3.1156,2.095,3.3,3.1448
/model.20/m.0/cv2/conv/Conv,Conv,/model.20/m.0/cv2/conv/Conv_output_0,10.7379,5.0569,2.123,3.1,3.1367
/model.10/m.0/m.0.0/attn/MatMul_1,MatMul,/model.10/m.0/m.0.0/attn/MatMul_1_output_0,5.6157,2.3125,2.428,2.5,3.1326
/model.20/m.0/cv1/conv/Conv,Conv,/model.20/m.0/cv1/conv/Conv_output_0,9.6419,4.7662,2.023,3.4,3.1258
