dataset,model,run_name,dense_eval,epoch,metrics/mAP50(B),metrics/mAP50-95(B),train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,run_dir,results_csv,best_pt,last_pt
SKU-110K,YOLO-Master-EsMoE-N,sku_110k_yolo_master_esmoe_n_run002,True,100.0,0.88347,0.54423,1.30514,0.55033,0.9939,0.99997,1.30463,0.5443,0.98352,0.0,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_esmoe_n\sku_110k_yolo_master_esmoe_n_run002,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_esmoe_n\sku_110k_yolo_master_esmoe_n_run002\results.csv,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_esmoe_n\sku_110k_yolo_master_esmoe_n_run002\weights\best.pt,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_esmoe_n\sku_110k_yolo_master_esmoe_n_run002\weights\last.pt
