dataset,model,run_name,dense_eval,epoch,metrics/mAP50(B),metrics/mAP50-95(B),train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,run_dir,results_csv,best_pt,last_pt
VisDrone,YOLO-Master-EsMoE-N,visdrone_yolo_master_esmoe_n_run001,True,100.0,0.30975,0.17445,1.39661,0.95183,0.90754,1.00011,1.40944,1.00438,0.90397,0.0,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_esmoe_n\visdrone_yolo_master_esmoe_n_run001,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_esmoe_n\visdrone_yolo_master_esmoe_n_run001\results.csv,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_esmoe_n\visdrone_yolo_master_esmoe_n_run001\weights\best.pt,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_esmoe_n\visdrone_yolo_master_esmoe_n_run001\weights\last.pt
