dataset,model,run_name,dense_eval,epoch,metrics/mAP50(B),metrics/mAP50-95(B),train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,run_dir,results_csv,best_pt,last_pt
VisDrone,YOLO-Master-v0.1-N,visdrone_yolo_master_v01_n_run001,False,100.0,0.30444,0.17115,1.38824,0.93644,0.90536,1.00002,1.41454,1.00609,0.90565,0.0,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_v01_n\visdrone_yolo_master_v01_n_run001,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_v01_n\visdrone_yolo_master_v01_n_run001\results.csv,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_v01_n\visdrone_yolo_master_v01_n_run001\weights\best.pt,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\visdrone\yolo_master_v01_n\visdrone_yolo_master_v01_n_run001\weights\last.pt
