dataset,model,run_name,dense_eval,epoch,metrics/mAP50(B),metrics/mAP50-95(B),train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,run_dir,results_csv,best_pt,last_pt
SKU-110K,YOLO-Master-v0.1-N,sku_110k_yolo_master_v01_n_run001,False,100.0,0.8827,0.54151,1.30107,0.55284,0.99098,1.00003,1.31377,0.55005,0.9868,0.0,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_v01_n\sku_110k_yolo_master_v01_n_run001,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_v01_n\sku_110k_yolo_master_v01_n_run001\results.csv,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_v01_n\sku_110k_yolo_master_v01_n_run001\weights\best.pt,D:\yolo_experiments\YOLO-Master\scripts\issue49\runs\sku_110k\yolo_master_v01_n\sku_110k_yolo_master_v01_n_run001\weights\last.pt
