alpha,analysis_unit,bootstrap_ci95_high,bootstrap_ci95_low,ci_excludes_zero,comparison_design,comparison_valid,domain_a,domain_b,effect_size_type,expert,fdr_q_value,hedges_g,invalid_reason,mean_a,mean_b,mean_diff_b_minus_a,metric,n_a,n_b,n_clusters_a,n_clusters_b,n_images_a,n_images_b,n_paired_clusters,n_shared,permutation_p_value_two_sided,shared_fraction_min,significant_after_fdr
0.05,sequence_cluster,0.009630208333333307,-0.0016124999999999967,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,LocalConvTransformer,0.46937279210824495,0.2586250264705837,,0.3673375,0.3712708333333333,0.003933333333333344,top1_share,25,25,25,25,25,25,25,0,0.2011597680463907,0.0,False
0.05,sequence_cluster,8.577312032381034e-05,-0.00026263721783956244,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,LocalConvTransformer,0.6382723455308938,-0.17801758282558391,,0.33341962377230333,0.33333571871121725,-8.390506108607587e-05,mean_probability,25,25,25,25,25,25,25,0,0.36472705458908217,0.0,False
0.05,sequence_cluster,0.0004501041666666709,-0.012524999999999984,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,WindowTransformer,0.46937279210824495,-0.316246189667132,,0.3812291666666667,0.37572083333333334,-0.005508333333333337,top1_share,25,25,25,25,25,25,25,0,0.11817636472705459,0.0,False
0.05,sequence_cluster,0.00023990646998087794,-0.000146056488156323,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,WindowTransformer,0.7026594681063786,0.08437738347456553,,0.3336774237950643,0.333720930814743,4.35070196787013e-05,mean_probability,25,25,25,25,25,25,25,0,0.6796640671865627,0.0,False
0.05,sequence_cluster,0.009746250000000012,-0.005933437499999976,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,DeformableTransformer,0.7026594681063786,0.07443316047742016,,0.2514333333333333,0.25300833333333334,0.0015750000000000486,top1_share,25,25,25,25,25,25,25,0,0.7026594681063787,0.0,False
0.05,sequence_cluster,0.00022962776323159648,-0.00013376054664453817,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,DeformableTransformer,0.7026594681063786,0.08381396467143923,,0.33290292918682096,0.33294333020846045,4.040102163949122e-05,mean_probability,25,25,25,25,25,25,25,0,0.6652669466106779,0.0,False
0.05,sequence_cluster,1.5917231639210614e-05,-0.00011896594365437385,False,paired_sequence_clusters,True,lower_occlusion,higher_occlusion,paired_hedges_g,all_experts,0.46937279210824495,-0.29029372212071086,,0.9985471494992574,0.9984937536716462,-5.339582761121342e-05,normalized_entropy,25,25,25,25,25,25,25,0,0.15096980603879223,0.0,False
