layer_index,layer_name,mean_dominant_expert_agreement,mean_jensen_shannon_divergence,mean_normalized_route_entropy,mean_route_entropy,mean_token_top1_agreement,stability_rank
4,model.23.m.0,1.0,6.9018713131817565e-09,0.9999999784122771,1.0986122649515722,0.87615625,1
2,model.20.m.0,0.7375,0.0001873345798299645,0.999473607448303,1.0980339873421523,0.534416015625,2
0,model.14.m.0,0.621875,1.9164367767984335e-05,0.9999652436441954,1.0985741049085136,0.339736328125,3
1,model.14.m.1,0.346875,4.905940807681627e-06,0.9999921398598561,1.098603653421557,0.340251953125,4
3,model.20.m.1,0.25,1.1713286183269606e-06,0.999998582003428,1.0986107308396504,0.321607421875,5
5,model.23.m.1,0.2,9.128475175260037e-09,0.9999999914651561,1.0986122792916253,0.2,6
