dominant_expert_agreement,jensen_shannon_divergence,layer_index,layer_name,normalized_route_entropy_a,normalized_route_entropy_b,route_entropy_a,route_entropy_b,seed_a,seed_b,token_top1_agreement
0,5.508851289926127e-06,1,model.14.m.1,0.9999858803574115,0.9999997833611703,1.0985967766552505,1.0986120506660293,0,1,0.33
1,0.0003471247844964685,2,model.20.m.0,0.99995699039204,0.9987153476910149,1.0985650377842742,1.0972009538547929,0,1,0.64125
1,1.9635202104986552e-07,3,model.20.m.1,0.9999994717178864,0.999999783587861,1.098611708290888,1.0986120509150745,0,1,0.22375
1,1.4458624508724888e-10,4,model.23.m.0,0.9999999794739233,0.9999999767094337,1.0986122661179096,1.0986122630808075,0,1,1.0
0,1.2980452244880136e-08,5,model.23.m.1,0.9999999609997589,1.0000000049190108,1.0986122458219656,1.0986122940721954,0,1,0.0
1,9.495313183515515e-06,0,model.14.m.0,0.9999419951472358,0.9999924520190795,1.0985485638240606,1.098603996363516,0,2,0.304375
0,7.731744147658825e-06,1,model.14.m.1,0.9999902329048549,0.9999925338567298,1.0986015584173587,1.0986040862713642,0,2,0.291875
0,1.720823203578718e-05,2,model.20.m.0,0.9999777035471425,0.999957539491632,1.0985877935110069,1.0985656410318336,0,2,0.625
0,9.954066159119883e-07,3,model.20.m.1,0.9999994179069843,0.9999993050708987,1.0986116491735696,1.0986115252104593,0,2,0.206875
1,9.641235969396126e-09,4,model.23.m.0,0.9999999751335387,0.9999999561108023,1.0986122613495097,1.0986122404508978,0,2,1.0
0,3.449084585513141e-08,5,model.23.m.1,0.9999999638009817,0.9999999926370604,1.0986122488994234,1.0986122805790939,0,2,0.0
1,1.833887405003088e-05,0,model.14.m.0,0.9999368384790345,0.999994151546107,1.098542898645006,1.0986058634847933,0,2,0.28375
0,6.743175577440756e-06,1,model.14.m.1,0.9999871904080299,0.999993383930583,1.0985982158929586,1.0986050201729456,0,2,0.315
0,1.226290729623345e-05,2,model.20.m.0,0.9999743688797793,0.9999649187044221,1.098584130004463,1.0985737479256854,0,2,0.5875
0,8.981142582960115e-07,3,model.20.m.1,0.9999995598450035,0.999999268309788,1.0986118051084217,1.0986114848242514,0,2,0.208125
1,9.729240941572271e-09,4,model.23.m.0,0.999999972278911,0.9999999532213059,1.0986122582133808,1.0986122372764615,0,2,1.0
0,3.4514694227918345e-08,5,model.23.m.1,0.9999999611002229,0.9999999899572556,1.0986122459323366,1.0986122776350273,0,2,0.0
1,1.3438976570997546e-05,0,model.14.m.0,0.999932486342096,0.9999938005311937,1.0985381173338835,1.098605477855496,0,2,0.288125
