domain,effective_experts_mean,effective_experts_std,expert,layer,mean_probability_mean,mean_probability_std,n_images,normalized_entropy_mean,normalized_entropy_std,top1_margin_mean,top1_margin_std,top1_share_mean,top1_share_std
dense,2.983148431405425,0.002589781739734069,DeformableTransformer,model.14.m.0,0.3165450352244079,0.0015180985970939152,128,0.9948722585104406,0.0007901648598714981,0.051295996468979865,0.00431351271580453,0.010078125,0.007144632091055175
dense,2.983148431405425,0.002589781739734069,LocalConvTransformer,model.14.m.0,0.3391596407163888,0.0014537315105517964,128,0.9948722585104406,0.0007901648598714981,0.051295996468979865,0.00431351271580453,0.5125634765625,0.03780965002305084
dense,2.983148431405425,0.002589781739734069,WindowTransformer,model.14.m.0,0.34429530589841306,0.0022801906843432735,128,0.9948722585104406,0.0007901648598714981,0.051295996468979865,0.00431351271580453,0.4773583984375,0.0390426792110103
dense,2.9975317157804966,0.0005695136744102777,DeformableTransformer,model.14.m.1,0.33743587508797646,0.0009098162764348773,128,0.9992507728748024,0.00017293736019328355,0.015541226181085221,0.0020004842787309323,0.475927734375,0.04397159742674351
dense,2.9975317157804966,0.0005695136744102777,LocalConvTransformer,model.14.m.1,0.33058006200008094,0.0007390750380879122,128,0.9992507728748024,0.00017293736019328355,0.015541226181085221,0.0020004842787309323,0.1603271484375,0.03510100064573834
dense,2.9975317157804966,0.0005695136744102777,WindowTransformer,model.14.m.1,0.3319840400945395,0.0005721974634564064,128,0.9992507728748024,0.00017293736019328355,0.015541226181085221,0.0020004842787309323,0.3637451171875,0.046987005036594885
dense,2.9911118503659964,0.0014429727606207858,DeformableTransformer,model.20.m.0,0.3386878597084433,0.0016072940465027595,128,0.9972991179674864,0.00043921055032561135,0.03361558845790569,0.003085709230903259,0.5045068359375,0.039570906247002886
dense,2.9911118503659964,0.0014429727606207858,LocalConvTransformer,model.20.m.0,0.3363533508963883,0.0016831401753725226,128,0.9972991179674864,0.00043921055032561135,0.03361558845790569,0.003085709230903259,0.4148486328125,0.04262269128166895
dense,2.9911118503659964,0.0014429727606207858,WindowTransformer,model.20.m.0,0.32495876075699925,0.0003401349741804379,128,0.9972991179674864,0.00043921055032561135,0.03361558845790569,0.003085709230903259,0.08064453125000001,0.0340540165427212
dense,2.999151587486267,0.0002599763994173295,DeformableTransformer,model.20.m.1,0.33696418325416744,0.0014338050838666753,128,0.99974255124107,7.889984129881451e-05,0.009053353991475888,0.0016371755605492574,0.44369628906249997,0.06028955452433329
dense,2.999151587486267,0.0002599763994173295,LocalConvTransformer,model.20.m.1,0.3308407161384821,0.0006458123090409211,128,0.99974255124107,7.889984129881451e-05,0.009053353991475888,0.0016371755605492574,0.1783642578125,0.03167449104109704
dense,2.999151587486267,0.0002599763994173295,WindowTransformer,model.20.m.1,0.3321950784884393,0.0008110144118333917,128,0.99974255124107,7.889984129881451e-05,0.009053353991475888,0.0016371755605492574,0.377939453125,0.055418246839551315
dense,3.0,0.0,DeformableTransformer,model.23.m.0,0.33334950637072325,1.6827338552513087e-07,128,1.0,0.0,7.070171932355152e-05,7.88597483573765e-08,0.0,0.0
dense,3.0,0.0,LocalConvTransformer,model.23.m.0,0.33323027030564845,4.0758024354378185e-07,128,1.0,0.0,7.070171932355152e-05,7.88597483573765e-08,0.0,0.0
dense,3.0,0.0,WindowTransformer,model.23.m.0,0.3334202072583139,2.3824572677242103e-07,128,1.0,0.0,7.070171932355152e-05,7.88597483573765e-08,1.0,0.0
dense,3.0,0.0,DeformableTransformer,model.23.m.1,0.3333258635830134,1.381985566362606e-07,128,1.0,0.0,4.594357534415394e-05,1.6214423056082294e-07,0.0,0.0
dense,3.0,0.0,LocalConvTransformer,model.23.m.1,0.3333718099165708,1.1385085736777885e-07,128,1.0,0.0,4.594357534415394e-05,1.6214423056082294e-07,1.0,0.0
dense,3.0,0.0,WindowTransformer,model.23.m.1,0.33330232254229486,1.9079575962723503e-07,128,1.0,0.0,4.594357534415394e-05,1.6214423056082294e-07,0.0,0.0
irregular_occluded,2.983163448050618,0.0024481835724107703,DeformableTransformer,model.14.m.0,0.31653397413901985,0.0014692849359538838,128,0.9948768788017333,0.0007470156421801836,0.0511059767450206,0.00406904426461983,0.010712890625,0.007022502487346894
irregular_occluded,2.983163448050618,0.0024481835724107703,LocalConvTransformer,model.14.m.0,0.33933102432638407,0.0014171127035414106,128,0.9948768788017333,0.0007470156421801836,0.0511059767450206,0.00406904426461983,0.512451171875,0.0370957218201244
irregular_occluded,2.983163448050618,0.0024481835724107703,WindowTransformer,model.14.m.0,0.3441349840722978,0.0022029950069843624,128,0.9948768788017333,0.0007470156421801836,0.0511059767450206,0.00406904426461983,0.47683593750000003,0.03895833552640807
irregular_occluded,2.9974234737455845,0.0005429662808781993,DeformableTransformer,model.14.m.1,0.33738400880247355,0.000928584457873072,128,0.9992179092951119,0.00016488323983826343,0.015867829242779408,0.0019231377408552585,0.47319824218749995,0.04455610163324331
irregular_occluded,2.9974234737455845,0.0005429662808781993,LocalConvTransformer,model.14.m.1,0.3305115469265729,0.0006937388219543682,128,0.9992179092951119,0.00016488323983826343,0.015867829242779408,0.0019231377408552585,0.1569140625,0.03290226052324323
irregular_occluded,2.9974234737455845,0.0005429662808781993,WindowTransformer,model.14.m.1,0.3321044205222279,0.0005718868681193232,128,0.9992179092951119,0.00016488323983826343,0.015867829242779408,0.0019231377408552585,0.3698876953125,0.04606184017210225
irregular_occluded,2.9910192731767893,0.0012446829612063732,DeformableTransformer,model.20.m.0,0.3389894557185471,0.0015958176672202392,128,0.9972709724679589,0.00037886284796805,0.03384540342085529,0.002755542256272773,0.5008056640625,0.03756606322793637
irregular_occluded,2.9910192731767893,0.0012446829612063732,LocalConvTransformer,model.20.m.0,0.33602481172420084,0.0016086259413433546,128,0.9972709724679589,0.00037886284796805,0.03384540342085529,0.002755542256272773,0.41201171875,0.04070596395312789
irregular_occluded,2.9910192731767893,0.0012446829612063732,WindowTransformer,model.20.m.0,0.3249857071787119,0.00031627714041062747,128,0.9972709724679589,0.00037886284796805,0.03384540342085529,0.002755542256272773,0.0871826171875,0.033153447160854575
irregular_occluded,2.9990908205509186,0.00027778568447286463,DeformableTransformer,model.20.m.1,0.3371606261935085,0.0013227077270371243,128,0.9997241050004959,8.431090014088078e-05,0.009297373577282997,0.0015328287428807148,0.4459765625,0.05101044394278644
irregular_occluded,2.9990908205509186,0.00027778568447286463,LocalConvTransformer,model.20.m.1,0.3307426539249718,0.0006171134741839968,128,0.9997241050004959,8.431090014088078e-05,0.009297373577282997,0.0015328287428807148,0.17607421874999998,0.030470286277643265
irregular_occluded,2.9990908205509186,0.00027778568447286463,WindowTransformer,model.20.m.1,0.33209669939242303,0.0007281139694944394,128,0.9997241050004959,8.431090014088078e-05,0.009297373577282997,0.0015328287428807148,0.37794921875,0.0481229827205284
irregular_occluded,3.0,0.0,DeformableTransformer,model.23.m.0,0.33334949845448136,1.5803616215738937e-07,128,1.0,0.0,7.070298670441844e-05,7.553788237744649e-08,0.0,0.0
irregular_occluded,3.0,0.0,LocalConvTransformer,model.23.m.0,0.3332302854396403,3.8470135587071667e-07,128,1.0,0.0,7.070298670441844e-05,7.553788237744649e-08,0.0,0.0
irregular_occluded,3.0,0.0,WindowTransformer,model.23.m.0,0.33342019841074944,2.2563888115376334e-07,128,1.0,0.0,7.070298670441844e-05,7.553788237744649e-08,1.0,0.0
irregular_occluded,3.0,0.0,DeformableTransformer,model.23.m.1,0.33332587988115847,1.3456901331079824e-07,128,1.0,0.0,4.593073757064303e-05,1.796408714984316e-07,0.0,0.0
irregular_occluded,3.0,0.0,LocalConvTransformer,model.23.m.1,0.3333718127105385,1.065999944902695e-07,128,1.0,0.0,4.593073757064303e-05,1.796408714984316e-07,1.0,0.0
irregular_occluded,3.0,0.0,WindowTransformer,model.23.m.1,0.33330230275169015,1.5826831844531096e-07,128,1.0,0.0,4.593073757064303e-05,1.796408714984316e-07,0.0,0.0
