epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
186,34259.6,1.40367,1.67383,0.01787,1.00007,13.2654,0.67035,0.54636,0.61484,0.41465,1.32829,1.42881,0.02116,0,0,13.2654,0,13.2654,0,0.0621021,0.217536,3.34277,3.34277,0,1,0.00542125,0.00542125,0.00542125,0.00271062,0.0108425
187,34443.1,1.40811,1.67057,0.01794,0.99986,13.2357,0.66701,0.5497,0.61564,0.41543,1.32725,1.42821,0.02113,0,0,13.2358,0,13.2358,0,0.0619619,0.216921,3.34277,3.34277,0,1,0.0053965,0.0053965,0.0053965,0.00269825,0.010793
188,34626.6,1.40086,1.67106,0.01796,1.00006,13.2645,0.67392,0.54572,0.61604,0.41599,1.32664,1.42637,0.02112,0,0,13.2645,0,13.2645,0,0.0620935,0.217781,3.34277,3.34277,0,1,0.00537175,0.00537175,0.00537175,0.00268587,0.0107435
189,34810,1.39648,1.67406,0.01788,0.99996,13.2248,0.67181,0.54925,0.6167,0.41642,1.32575,1.42502,0.0211,0,0,13.2248,0,13.2248,0,0.0619112,0.217115,3.34277,3.34277,0,1,0.005347,0.005347,0.005347,0.0026735,0.010694
190,34992.2,1.39485,1.67042,0.0178,0.99999,13.2401,0.67253,0.54878,0.61699,0.41693,1.32524,1.42356,0.02108,0,0,13.2401,0,13.2401,0,0.0619798,0.217975,3.34277,3.34277,0,1,0.00532225,0.00532225,0.00532225,0.00266113,0.0106445
191,35173.5,1.39805,1.66826,0.01777,0.99997,13.2333,0.66836,0.55185,0.61765,0.41753,1.32482,1.42175,0.02107,0,0,13.2333,0,13.2333,0,0.0619465,0.217352,3.34277,3.34277,0,1,0.0052975,0.0052975,0.0052975,0.00264875,0.010595
192,35355.6,1.39562,1.66111,0.01778,0.99997,13.2138,0.66436,0.55518,0.61822,0.41798,1.32433,1.41939,0.02106,0,0,13.2138,0,13.2138,0,0.0618533,0.217817,3.34277,3.34277,0,1,0.00527275,0.00527275,0.00527275,0.00263637,0.0105455
193,35539.1,1.39366,1.66589,0.01779,1.00003,13.21,0.6643,0.55524,0.6186,0.41859,1.32398,1.41782,0.02107,0,0,13.21,0,13.21,0,0.0618396,0.217678,3.34277,3.34277,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
194,35721.2,1.39435,1.65382,0.01788,0.99992,13.2102,0.66503,0.55604,0.61925,0.41896,1.32418,1.41518,0.02107,0,0,13.2101,0,13.2101,0,0.0618497,0.218137,3.34277,3.34277,0,1,0.00522325,0.00522325,0.00522325,0.00261163,0.0104465
195,35902.6,1.40274,1.65667,0.0179,1.00009,13.1961,0.66611,0.55646,0.61978,0.41939,1.32359,1.41353,0.02105,0,0,13.1962,0,13.1962,0,0.0617741,0.217097,3.34277,3.34277,0,1,0.0051985,0.0051985,0.0051985,0.00259925,0.010397
196,36085.3,1.40174,1.66033,0.01774,0.99984,13.1852,0.659,0.5612,0.62039,0.42005,1.32291,1.41205,0.02104,0,0,13.1852,0,13.1852,0,0.0617177,0.216756,3.34277,3.34277,0,1,0.00517375,0.00517375,0.00517375,0.00258687,0.0103475
197,36268.4,1.38878,1.65118,0.01779,1.00009,13.1749,0.65833,0.56227,0.62102,0.42057,1.32242,1.41017,0.02102,0,0,13.1749,0,13.1749,0,0.0616747,0.217878,3.34277,3.34277,0,1,0.005149,0.005149,0.005149,0.0025745,0.010298
198,36452,1.39095,1.65083,0.0177,0.9999,13.1899,0.66393,0.55982,0.6221,0.42139,1.32169,1.40861,0.02101,0,0,13.1899,0,13.1899,0,0.0617444,0.218188,3.34277,3.34277,0,1,0.00512425,0.00512425,0.00512425,0.00256213,0.0102485
199,36634.9,1.39101,1.64202,0.01769,1.00007,13.13,0.66963,0.5576,0.62266,0.42185,1.32094,1.40677,0.02099,0,0,13.13,0,13.13,0,0.0614654,0.217505,3.34277,3.34277,0,1,0.0050995,0.0050995,0.0050995,0.00254975,0.010199
200,36817.1,1.39019,1.65321,0.01772,1.00003,13.175,0.66491,0.56087,0.62301,0.42207,1.32163,1.40365,0.021,0,0,13.175,0,13.175,0,0.0616755,0.217711,3.34277,3.34277,0,1,0.00507475,0.00507475,0.00507475,0.00253737,0.0101495
201,37000.2,1.39598,1.64812,0.01778,0.99989,13.1768,0.66846,0.55968,0.62416,0.4229,1.32198,1.40047,0.02101,0,0,13.1768,0,13.1768,0,0.0616828,0.217576,3.34277,3.34277,0,1,0.00505,0.00505,0.00505,0.002525,0.0101
202,37183.5,1.3826,1.64089,0.01762,1.00006,13.17,0.66809,0.56199,0.62485,0.42343,1.32134,1.39859,0.021,0,0,13.17,0,13.17,0,0.0616528,0.21855,3.34277,3.34277,0,1,0.00502525,0.00502525,0.00502525,0.00251263,0.0100505
203,37365.9,1.38812,1.64778,0.01767,1,13.1447,0.67136,0.56113,0.6255,0.42405,1.32084,1.39656,0.02098,0,0,13.1447,0,13.1447,0,0.0615356,0.217437,3.34277,3.34277,0,1,0.0050005,0.0050005,0.0050005,0.00250025,0.010001
204,37549.1,1.38826,1.63017,0.01768,0.99996,13.141,0.6718,0.56118,0.62603,0.42442,1.31965,1.39605,0.02094,0,0,13.141,0,13.141,0,0.0615144,0.218354,3.34277,3.34277,0,1,0.00497575,0.00497575,0.00497575,0.00248788,0.0099515
205,37733.3,1.38748,1.64661,0.01768,1.00002,13.1208,0.67631,0.55909,0.62646,0.42501,1.31872,1.39481,0.02092,0,0,13.1208,0,13.1208,0,0.0614253,0.217012,3.34277,3.34277,0,1,0.004951,0.004951,0.004951,0.0024755,0.009902
206,37915.9,1.38072,1.64269,0.01748,0.99987,13.1162,0.6761,0.55832,0.627,0.42551,1.31777,1.39411,0.02089,0,0,13.1162,0,13.1162,0,0.0614007,0.217578,3.34277,3.34277,0,1,0.00492625,0.00492625,0.00492625,0.00246313,0.0098525
207,38099.8,1.38934,1.63645,0.01765,0.99999,13.1553,0.67264,0.56084,0.62776,0.42627,1.31715,1.39255,0.02088,0,0,13.1553,0,13.1553,0,0.0615823,0.217956,3.34277,3.34277,0,1,0.0049015,0.0049015,0.0049015,0.00245075,0.009803
208,38283.9,1.38335,1.63217,0.01758,1.00015,13.0944,0.67388,0.56018,0.62844,0.42679,1.31731,1.38977,0.02087,0,0,13.0944,0,13.0944,0,0.0613007,0.217415,3.34277,3.34277,0,1,0.00487675,0.00487675,0.00487675,0.00243838,0.0097535
209,38468.4,1.38091,1.62757,0.01752,0.9999,13.1314,0.67981,0.55821,0.62901,0.4274,1.31624,1.38889,0.02085,0,0,13.1314,0,13.1314,0,0.0614724,0.218677,3.34277,3.34277,0,1,0.004852,0.004852,0.004852,0.002426,0.009704
210,38654.5,1.38249,1.63369,0.01755,1.00001,13.131,0.68116,0.56027,0.62965,0.42795,1.3158,1.38691,0.02084,0,0,13.131,0,13.131,0,0.0614713,0.218111,3.34277,3.34277,0,1,0.00482725,0.00482725,0.00482725,0.00241362,0.0096545
211,38839.4,1.37867,1.63052,0.01755,0.99999,13.106,0.68609,0.55731,0.6299,0.42855,1.31411,1.38759,0.0208,0,0,13.106,0,13.106,0,0.0613518,0.218056,3.34277,3.34277,0,1,0.0048025,0.0048025,0.0048025,0.00240125,0.009605
212,39025,1.38783,1.62787,0.0176,0.99993,13.0728,0.68352,0.55979,0.63038,0.429,1.31406,1.38525,0.02081,0,0,13.0728,0,13.0728,0,0.0611955,0.21696,3.34277,3.34277,0,1,0.00477775,0.00477775,0.00477775,0.00238888,0.0095555
213,39210.6,1.39001,1.62233,0.01749,1.00008,13.1054,0.68321,0.56063,0.6311,0.42944,1.31205,1.38545,0.02077,0,0,13.1054,0,13.1054,0,0.0613535,0.218001,3.34277,3.34277,0,1,0.004753,0.004753,0.004753,0.0023765,0.009506
214,39394.4,1.37815,1.62783,0.0175,0.99993,13.0442,0.68202,0.56471,0.63187,0.43003,1.31184,1.3836,0.02075,0,0,13.0442,0,13.0442,0,0.0610659,0.217263,3.34277,3.34277,0,1,0.00472825,0.00472825,0.00472825,0.00236413,0.0094565
215,39578.8,1.37865,1.62115,0.01741,1.00001,13.0385,0.67727,0.56855,0.63252,0.43067,1.31072,1.38282,0.02072,0,0,13.0385,0,13.0385,0,0.0610369,0.217865,3.34277,3.34277,0,1,0.0047035,0.0047035,0.0047035,0.00235175,0.009407
216,39763.8,1.37444,1.62275,0.01764,0.99994,13.0672,0.67943,0.56648,0.6333,0.43148,1.30928,1.38228,0.02069,0,0,13.0672,0,13.0672,0,0.0611707,0.218057,3.34277,3.34277,0,1,0.00467875,0.00467875,0.00467875,0.00233938,0.0093575
217,39948.4,1.38402,1.63799,0.0175,0.99998,13.0032,0.68129,0.56513,0.63383,0.43203,1.3086,1.38091,0.02068,0,0,13.0032,0,13.0032,0,0.0608746,0.215562,3.34277,3.34277,0,1,0.004654,0.004654,0.004654,0.002327,0.009308
218,40131.4,1.37764,1.62389,0.01749,1.0001,13.0545,0.67717,0.56966,0.63437,0.4327,1.30796,1.37978,0.02066,0,0,13.0545,0,13.0545,0,0.0611146,0.217433,3.34277,3.34277,0,1,0.00462925,0.00462925,0.00462925,0.00231463,0.0092585
219,40315.1,1.37419,1.61459,0.01744,1.00004,13.0094,0.68264,0.56766,0.63519,0.4333,1.30822,1.37737,0.02066,0,0,13.0094,0,13.0094,0,0.0608985,0.217618,3.34277,3.34277,0,1,0.0046045,0.0046045,0.0046045,0.00230225,0.009209
220,40499.2,1.37246,1.61636,0.01749,0.99982,12.9974,0.67965,0.56963,0.63583,0.43371,1.30817,1.37543,0.02066,0,0,12.9973,0,12.9973,0,0.0608455,0.21743,3.34277,3.34277,0,1,0.00457975,0.00457975,0.00457975,0.00228988,0.0091595
221,40680.4,1.37599,1.6157,0.01743,1.00005,13.0179,0.67939,0.5704,0.63625,0.43413,1.30735,1.37438,0.02064,0,0,13.0179,0,13.0179,0,0.0609422,0.217399,3.34277,3.34277,0,1,0.004555,0.004555,0.004555,0.0022775,0.00911
222,40861.4,1.38413,1.6155,0.01745,0.99992,13.0391,0.68154,0.5722,0.63676,0.43468,1.30699,1.37299,0.02063,0,0,13.0391,0,13.0391,0,0.0610394,0.217081,3.34277,3.34277,0,1,0.00453025,0.00453025,0.00453025,0.00226513,0.0090605
223,41044.3,1.37384,1.60405,0.01738,1.00008,13.0169,0.68561,0.56785,0.63709,0.43517,1.30609,1.37243,0.0206,0,0,13.0169,0,13.0169,0,0.0609347,0.218303,3.34277,3.34277,0,1,0.0045055,0.0045055,0.0045055,0.00225275,0.009011
224,41225.7,1.37885,1.60313,0.01738,0.99997,12.9924,0.68352,0.57099,0.63767,0.43581,1.30517,1.37185,0.02058,0,0,12.9924,0,12.9924,0,0.0608211,0.217536,3.34277,3.34277,0,1,0.00448075,0.00448075,0.00448075,0.00224038,0.0089615
225,41408.3,1.36329,1.60493,0.01724,0.99995,12.99,0.68816,0.56852,0.63801,0.43618,1.30442,1.37108,0.02056,0,0,12.99,0,12.99,0,0.0608118,0.218531,3.34277,3.34277,0,1,0.004456,0.004456,0.004456,0.002228,0.008912
226,41590,1.37546,1.61151,0.01738,1.00009,12.9788,0.68759,0.57063,0.63843,0.43679,1.30443,1.36911,0.02056,0,0,12.9788,0,12.9788,0,0.0607556,0.216701,3.34277,3.34277,0,1,0.00443125,0.00443125,0.00443125,0.00221563,0.0088625
227,41772.8,1.37354,1.60466,0.01739,0.99999,12.9757,0.68451,0.57302,0.63847,0.43686,1.30379,1.36822,0.02055,0,0,12.9757,0,12.9757,0,0.0607427,0.217361,3.34277,3.34277,0,1,0.0044065,0.0044065,0.0044065,0.00220325,0.008813
228,41955,1.37057,1.59192,0.01747,1.00013,12.9849,0.6889,0.57113,0.63864,0.43702,1.30327,1.36708,0.02054,0,0,12.9849,0,12.9849,0,0.0607832,0.218323,3.34277,3.34277,0,1,0.00438175,0.00438175,0.00438175,0.00219088,0.0087635
229,42139.7,1.36759,1.60139,0.01728,0.99984,12.9782,0.68956,0.56983,0.63898,0.43733,1.30263,1.36607,0.02052,0,0,12.9782,0,12.9782,0,0.0607531,0.217643,3.34277,3.34277,0,1,0.004357,0.004357,0.004357,0.0021785,0.008714
230,42321.9,1.3742,1.59234,0.01735,0.99999,12.9411,0.68948,0.57031,0.63936,0.43764,1.3021,1.36441,0.02051,0,0,12.9411,0,12.9411,0,0.0605811,0.217193,3.34277,3.34277,0,1,0.00433225,0.00433225,0.00433225,0.00216613,0.0086645
231,42505.9,1.36436,1.59635,0.01727,1.00005,12.9372,0.68969,0.5712,0.64044,0.43837,1.30134,1.36303,0.02049,0,0,12.9372,0,12.9372,0,0.0605673,0.217424,3.34277,3.34277,0,1,0.0043075,0.0043075,0.0043075,0.00215375,0.008615
232,42687.8,1.36963,1.5913,0.0173,1.00001,12.9433,0.69015,0.57241,0.64133,0.43882,1.30073,1.36256,0.02047,0,0,12.9433,0,12.9433,0,0.0605902,0.217599,3.34277,3.34277,0,1,0.00428275,0.00428275,0.00428275,0.00214138,0.0085655
233,42869.6,1.35961,1.59438,0.01728,0.9999,12.9642,0.6868,0.57484,0.64173,0.43951,1.30002,1.36239,0.02046,0,0,12.9642,0,12.9642,0,0.0606883,0.218532,3.34277,3.34277,0,1,0.004258,0.004258,0.004258,0.002129,0.008516
234,43051.4,1.36882,1.58879,0.01724,0.99991,12.8838,0.69215,0.57282,0.64199,0.43981,1.29962,1.36113,0.02045,0,0,12.8838,0,12.8838,0,0.060311,0.216633,3.34277,3.34277,0,1,0.00423325,0.00423325,0.00423325,0.00211663,0.0084665
235,43236.4,1.36592,1.59238,0.01739,1.00025,12.918,0.69132,0.57482,0.64223,0.4402,1.29881,1.36043,0.02044,0,0,12.918,0,12.918,0,0.0604715,0.217147,3.34277,3.34277,0,1,0.0042085,0.0042085,0.0042085,0.00210425,0.008417
236,43420.9,1.36313,1.58404,0.01727,0.99981,12.9098,0.69001,0.57507,0.64253,0.44047,1.29832,1.35963,0.02044,0,0,12.9098,0,12.9098,0,0.060434,0.217834,3.34277,3.34277,0,1,0.00418375,0.00418375,0.00418375,0.00209187,0.0083675
237,43605.6,1.36259,1.58416,0.01719,1.00017,12.8758,0.68976,0.57629,0.64296,0.44103,1.29797,1.35845,0.02042,0,0,12.8758,0,12.8758,0,0.060274,0.217223,3.34277,3.34277,0,1,0.004159,0.004159,0.004159,0.0020795,0.008318
238,43790.7,1.35715,1.57522,0.01715,0.99986,12.8768,0.69044,0.57617,0.64307,0.44111,1.29803,1.35728,0.02043,0,0,12.8768,0,12.8768,0,0.0602824,0.218244,3.34277,3.34277,0,1,0.00413425,0.00413425,0.00413425,0.00206712,0.0082685
239,43973.2,1.36656,1.59512,0.01731,1.00003,12.9013,0.69138,0.57598,0.64375,0.44124,1.29723,1.35657,0.0204,0,0,12.9013,0,12.9013,0,0.0603936,0.216456,3.34277,3.34277,0,1,0.0041095,0.0041095,0.0041095,0.00205475,0.008219
240,44157.9,1.36517,1.58166,0.01707,1.00001,12.89,0.68783,0.5786,0.64411,0.44184,1.29692,1.35568,0.02041,0,0,12.89,0,12.89,0,0.0603432,0.217449,3.34277,3.34277,0,1,0.00408475,0.00408475,0.00408475,0.00204237,0.0081695
241,44341.6,1.36104,1.5826,0.01712,0.99991,12.8957,0.68348,0.58123,0.64421,0.44212,1.2966,1.35461,0.0204,0,0,12.8957,0,12.8957,0,0.0603678,0.217482,3.34277,3.34277,0,1,0.00406,0.00406,0.00406,0.00203,0.00812
242,44525.3,1.36165,1.58573,0.01713,1,12.8612,0.68467,0.58015,0.64446,0.44251,1.29696,1.35278,0.02041,0,0,12.8612,0,12.8612,0,0.0602037,0.216541,3.34277,3.34277,0,1,0.00403525,0.00403525,0.00403525,0.00201762,0.0080705
243,44709.1,1.36044,1.5825,0.01721,1.00012,12.8742,0.68417,0.58119,0.645,0.44253,1.2967,1.35128,0.0204,0,0,12.8742,0,12.8742,0,0.0602736,0.217184,3.34277,3.34277,0,1,0.0040105,0.0040105,0.0040105,0.00200525,0.008021
244,44891.8,1.36129,1.57602,0.01722,0.99994,12.8663,0.6867,0.58139,0.64535,0.44288,1.29623,1.34999,0.02039,0,0,12.8662,0,12.8662,0,0.0602298,0.217199,3.34277,3.34277,0,1,0.00398575,0.00398575,0.00398575,0.00199287,0.0079715
245,45077.6,1.35722,1.5724,0.01712,0.99998,12.8542,0.6875,0.58002,0.64582,0.44339,1.2963,1.34796,0.02039,0,0,12.8542,0,12.8542,0,0.0601757,0.217604,3.34277,3.34277,0,1,0.003961,0.003961,0.003961,0.0019805,0.007922
246,45261.6,1.35774,1.57959,0.01712,1.00024,12.8509,0.69018,0.58011,0.64625,0.44376,1.29659,1.34626,0.0204,0,0,12.8509,0,12.8509,0,0.0601587,0.217051,3.34277,3.34277,0,1,0.00393625,0.00393625,0.00393625,0.00196812,0.0078725
247,45445.5,1.35633,1.58242,0.01706,0.9997,12.8366,0.69465,0.57882,0.64665,0.44431,1.29649,1.3449,0.0204,0,0,12.8366,0,12.8366,0,0.0600925,0.216658,3.34277,3.34277,0,1,0.0039115,0.0039115,0.0039115,0.00195575,0.007823
248,45630.3,1.36174,1.57767,0.01715,1.00002,12.8326,0.69062,0.57998,0.64698,0.44485,1.29599,1.34478,0.02038,0,0,12.8326,0,12.8326,0,0.0600707,0.216437,3.34277,3.34277,0,1,0.00388675,0.00388675,0.00388675,0.00194337,0.0077735
249,45814.5,1.34937,1.5659,0.01705,1.00016,12.8414,0.69438,0.57861,0.64739,0.44524,1.29507,1.34416,0.02036,0,0,12.8414,0,12.8414,0,0.0601146,0.218074,3.34277,3.34277,0,1,0.003862,0.003862,0.003862,0.001931,0.007724
250,45998.4,1.34943,1.57253,0.01708,1,12.8228,0.69548,0.57769,0.64776,0.4457,1.29413,1.34423,0.02034,0,0,12.8228,0,12.8228,0,0.0600302,0.217172,3.34277,3.34277,0,1,0.00383725,0.00383725,0.00383725,0.00191862,0.0076745
251,46183.9,1.35711,1.56693,0.017,1,12.8368,0.69309,0.5803,0.64795,0.44576,1.29382,1.34307,0.02033,0,0,12.8367,0,12.8367,0,0.0600915,0.217283,3.34277,3.34277,0,1,0.0038125,0.0038125,0.0038125,0.00190625,0.007625
252,46369.1,1.35356,1.56601,0.0171,0.99995,12.819,0.69201,0.58229,0.64809,0.446,1.29394,1.34158,0.02033,0,0,12.819,0,12.819,0,0.0600089,0.217133,3.34277,3.34277,0,1,0.00378775,0.00378775,0.00378775,0.00189388,0.0075755
253,46554.1,1.34897,1.55937,0.01691,1.00006,12.7967,0.69669,0.57945,0.64868,0.4463,1.2941,1.33989,0.02034,0,0,12.7967,0,12.7967,0,0.0599069,0.217501,3.34277,3.34277,0,1,0.003763,0.003763,0.003763,0.0018815,0.007526
254,46738.4,1.35527,1.5576,0.01696,0.99994,12.7996,0.69058,0.5864,0.64909,0.44665,1.29403,1.3385,0.02033,0,0,12.7996,0,12.7996,0,0.0599169,0.217193,3.34277,3.34277,0,1,0.00373825,0.00373825,0.00373825,0.00186913,0.0074765
255,46924,1.35567,1.55023,0.01707,0.99998,12.774,0.69689,0.58253,0.64937,0.44714,1.29378,1.33759,0.02032,0,0,12.774,0,12.774,0,0.0597996,0.217135,3.34277,3.34277,0,1,0.0037135,0.0037135,0.0037135,0.00185675,0.007427
256,47108.5,1.34975,1.55013,0.017,1.00007,12.7846,0.6978,0.5831,0.64994,0.44736,1.2936,1.33659,0.02033,0,0,12.7846,0,12.7846,0,0.0598483,0.217833,3.34277,3.34277,0,1,0.00368875,0.00368875,0.00368875,0.00184438,0.0073775
257,47293.7,1.34835,1.54944,0.01694,0.99998,12.7589,0.6988,0.58285,0.65047,0.4477,1.29296,1.33585,0.02032,0,0,12.7589,0,12.7589,0,0.0597264,0.217534,3.34277,3.34277,0,1,0.003664,0.003664,0.003664,0.001832,0.007328
258,47479,1.34517,1.55022,0.01697,1.00002,12.7825,0.70527,0.57938,0.65097,0.4482,1.2925,1.33574,0.0203,0,0,12.7825,0,12.7825,0,0.0598394,0.217824,3.34277,3.34277,0,1,0.00363925,0.00363925,0.00363925,0.00181963,0.0072785
259,47663.9,1.35219,1.54902,0.01696,0.99997,12.7805,0.70667,0.57909,0.65143,0.44863,1.29281,1.33348,0.02031,0,0,12.7805,0,12.7805,0,0.0598333,0.21726,3.34277,3.34277,0,1,0.0036145,0.0036145,0.0036145,0.00180725,0.007229
260,47848.4,1.34947,1.55733,0.01703,0.99996,12.8139,0.70611,0.57984,0.65173,0.44899,1.29247,1.33291,0.02032,0,0,12.8139,0,12.8139,0,0.0599888,0.217419,3.34277,3.34277,0,1,0.00358975,0.00358975,0.00358975,0.00179488,0.0071795
261,48034.5,1.34537,1.55633,0.01701,0.99992,12.7706,0.70449,0.58166,0.65205,0.44937,1.29223,1.33227,0.02031,0,0,12.7706,0,12.7706,0,0.0597818,0.217184,3.34277,3.34277,0,1,0.003565,0.003565,0.003565,0.0017825,0.00713
262,48218.3,1.35684,1.55174,0.01681,1.00013,12.7108,0.70428,0.58251,0.65228,0.44966,1.29229,1.33108,0.02032,0,0,12.7108,0,12.7108,0,0.0595036,0.215586,3.34277,3.34277,0,1,0.00354025,0.00354025,0.00354025,0.00177013,0.0070805
263,48403.7,1.34399,1.55418,0.0168,1.00016,12.7305,0.70573,0.58383,0.65254,0.45016,1.2925,1.33029,0.02032,0,0,12.7305,0,12.7305,0,0.0595952,0.216572,3.34277,3.34277,0,1,0.0035155,0.0035155,0.0035155,0.00175775,0.007031
264,48587.5,1.34296,1.54729,0.01686,0.99974,12.7521,0.7028,0.58549,0.65309,0.45046,1.29159,1.33057,0.02031,0,0,12.7521,0,12.7521,0,0.0596976,0.217509,3.34277,3.34277,0,1,0.00349075,0.00349075,0.00349075,0.00174538,0.0069815
265,48772.1,1.33903,1.54163,0.0168,1.0001,12.7244,0.70401,0.5855,0.6534,0.45062,1.29117,1.33026,0.02029,0,0,12.7244,0,12.7244,0,0.0595667,0.217691,3.34277,3.34277,0,1,0.003466,0.003466,0.003466,0.001733,0.006932
266,48957.8,1.34471,1.54912,0.01683,1.00009,12.7209,0.70335,0.58782,0.65389,0.45111,1.29081,1.3296,0.02029,0,0,12.7209,0,12.7209,0,0.0595461,0.21678,3.34277,3.34277,0,1,0.00344125,0.00344125,0.00344125,0.00172063,0.0068825
267,49143.2,1.33631,1.53677,0.01674,0.99995,12.7245,0.70185,0.58823,0.65387,0.45108,1.29016,1.32919,0.02027,0,0,12.7245,0,12.7245,0,0.0595686,0.21818,3.34277,3.34277,0,1,0.0034165,0.0034165,0.0034165,0.00170825,0.006833
268,49329.9,1.34653,1.53723,0.01684,0.99996,12.6836,0.69525,0.59126,0.65412,0.45134,1.28971,1.3286,0.02025,0,0,12.6835,0,12.6835,0,0.0593737,0.216463,3.34277,3.34277,0,1,0.00339175,0.00339175,0.00339175,0.00169588,0.0067835
269,49514.6,1.34092,1.52951,0.01677,0.99991,12.7095,0.69608,0.59322,0.65462,0.45179,1.28959,1.32739,0.02024,0,0,12.7094,0,12.7094,0,0.0594959,0.217753,3.34277,3.34277,0,1,0.003367,0.003367,0.003367,0.0016835,0.006734
270,49701.4,1.34177,1.54365,0.0169,1.00004,12.715,0.69219,0.59527,0.65487,0.4522,1.2887,1.32733,0.02023,0,0,12.715,0,12.715,0,0.0595226,0.216665,3.34277,3.34277,0,1,0.00334225,0.00334225,0.00334225,0.00167113,0.0066845
271,49886.2,1.3387,1.53297,0.01679,1.00005,12.711,0.6986,0.594,0.65487,0.45235,1.28779,1.32745,0.02021,0,0,12.711,0,12.711,0,0.0595063,0.217678,3.34277,3.34277,0,1,0.0033175,0.0033175,0.0033175,0.00165875,0.006635
272,50071.7,1.33706,1.52407,0.01691,0.99994,12.7106,0.697,0.59377,0.65535,0.45276,1.28809,1.3259,0.02022,0,0,12.7106,0,12.7106,0,0.0594996,0.218234,3.34277,3.34277,0,1,0.00329275,0.00329275,0.00329275,0.00164638,0.0065855
273,50256.6,1.34547,1.5331,0.01683,0.99999,12.6663,0.69503,0.59578,0.65589,0.45313,1.28897,1.32327,0.02024,0,0,12.6663,0,12.6663,0,0.0592939,0.216228,3.34277,3.34277,0,1,0.003268,0.003268,0.003268,0.001634,0.006536
274,50441.4,1.34067,1.53152,0.01687,1.00006,12.6662,0.69659,0.59536,0.65584,0.45322,1.28876,1.32258,0.02024,0,0,12.6662,0,12.6662,0,0.0592948,0.216627,3.34277,3.34277,0,1,0.00324325,0.00324325,0.00324325,0.00162163,0.0064865
275,50626.7,1.33824,1.52327,0.01677,0.99993,12.6702,0.69554,0.59528,0.65594,0.45355,1.28925,1.32113,0.02026,0,0,12.6702,0,12.6702,0,0.0593164,0.217266,3.34277,3.34277,0,1,0.0032185,0.0032185,0.0032185,0.00160925,0.006437
276,50815.4,1.34053,1.52643,0.01669,0.99999,12.6721,0.69513,0.59576,0.65627,0.45378,1.28799,1.32138,0.02022,0,0,12.6721,0,12.6721,0,0.0593205,0.2171,3.34277,3.34277,0,1,0.00319375,0.00319375,0.00319375,0.00159688,0.0063875
277,51002.2,1.32599,1.51911,0.01664,0.99996,12.6485,0.69395,0.59877,0.65672,0.45425,1.28766,1.32082,0.02022,0,0,12.6485,0,12.6485,0,0.0592082,0.218042,3.34277,3.34277,0,1,0.003169,0.003169,0.003169,0.0015845,0.006338
278,51190.2,1.33117,1.52135,0.01662,1.00008,12.6185,0.69891,0.59557,0.65693,0.45444,1.28695,1.32127,0.0202,0,0,12.6185,0,12.6185,0,0.059068,0.217113,3.34277,3.34277,0,1,0.00314425,0.00314425,0.00314425,0.00157213,0.0062885
279,51377.3,1.33659,1.51445,0.01663,1.0001,12.6304,0.69823,0.59524,0.65685,0.45437,1.2871,1.31973,0.02021,0,0,12.6304,0,12.6304,0,0.0591268,0.217196,3.34277,3.34277,0,1,0.0031195,0.0031195,0.0031195,0.00155975,0.006239
280,51563.7,1.33446,1.5224,0.01682,0.99987,12.6396,0.69968,0.59503,0.65693,0.45431,1.28717,1.31859,0.02021,0,0,12.6396,0,12.6396,0,0.0591672,0.216943,3.34277,3.34277,0,1,0.00309475,0.00309475,0.00309475,0.00154738,0.0061895
281,51751.7,1.32494,1.51519,0.01664,1,12.6252,0.69645,0.59629,0.65709,0.45454,1.28693,1.31734,0.02019,0,0,12.6252,0,12.6252,0,0.0591063,0.217921,3.34277,3.34277,0,1,0.00307,0.00307,0.00307,0.001535,0.00614
282,51941.7,1.32739,1.50935,0.0167,1.0002,12.6105,0.69556,0.59687,0.65716,0.45459,1.28725,1.31602,0.02021,0,0,12.6105,0,12.6105,0,0.0590314,0.217554,3.34277,3.34277,0,1,0.00304525,0.00304525,0.00304525,0.00152262,0.0060905
283,52129.6,1.31972,1.50672,0.01664,1.00002,12.5834,0.69612,0.59578,0.65707,0.45451,1.28714,1.31558,0.02021,0,0,12.5834,0,12.5834,0,0.0589076,0.218112,3.34277,3.34277,0,1,0.0030205,0.0030205,0.0030205,0.00151025,0.006041
284,52319.4,1.32583,1.51574,0.01655,0.99988,12.5618,0.69582,0.59673,0.65729,0.45466,1.28657,1.31547,0.0202,0,0,12.5618,0,12.5618,0,0.0588042,0.216458,3.34277,3.34277,0,1,0.00299575,0.00299575,0.00299575,0.00149787,0.0059915
