epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
87,16117.3,1.48609,1.8987,0.0195,0.9997,14.1251,0.63255,0.49881,0.55218,0.3582,1.40759,1.5952,0.02292,0,0,14.1251,0,14.1251,0,0.0661228,0.215011,3.34277,3.34277,0,1,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,16300.7,1.47187,1.89743,0.01941,0.9997,14.095,0.63273,0.49898,0.55277,0.35872,1.40687,1.59304,0.0229,0,0,14.095,0,14.095,0,0.0659827,0.215508,3.34277,3.34277,0,1,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,16481.6,1.48066,1.89363,0.01934,0.99986,14.1104,0.633,0.49728,0.5529,0.35914,1.40597,1.59106,0.02289,0,0,14.1104,0,14.1104,0,0.066056,0.215414,3.34277,3.34277,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
90,16663.9,1.48043,1.89246,0.01945,0.99978,14.0983,0.64136,0.49444,0.55368,0.35997,1.40431,1.5901,0.02285,0,0,14.0983,0,14.0983,0,0.0659949,0.215186,3.34277,3.34277,0,1,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,16849.9,1.47778,1.89491,0.0194,0.99969,14.0754,0.64276,0.49398,0.55428,0.36065,1.4037,1.58733,0.02284,0,0,14.0754,0,14.0754,0,0.0658902,0.215162,3.34277,3.34277,0,1,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,17033.3,1.47282,1.88175,0.01925,0.99976,14.0386,0.63852,0.49656,0.55492,0.3614,1.40265,1.58572,0.02281,0,0,14.0386,0,14.0386,0,0.0657195,0.215715,3.34277,3.34277,0,1,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,17220.6,1.47825,1.87996,0.01947,0.99991,14.0433,0.63924,0.49922,0.55576,0.36208,1.40071,1.58529,0.02277,0,0,14.0433,0,14.0433,0,0.065742,0.215465,3.34277,3.34277,0,1,0.007723,0.007723,0.007723,0.0038615,0.015446
94,17405.5,1.48823,1.88787,0.01931,0.99987,14.0388,0.63634,0.501,0.55643,0.36273,1.4,1.58354,0.02275,0,0,14.0388,0,14.0388,0,0.065729,0.214149,3.34277,3.34277,0,1,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,17593.1,1.47186,1.87118,0.01922,0.99972,14.0135,0.64277,0.49997,0.55732,0.3635,1.39914,1.58214,0.02273,0,0,14.0135,0,14.0135,0,0.0655987,0.216069,3.34277,3.34277,0,1,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,17776.9,1.47552,1.86541,0.01925,0.99988,14.0294,0.64019,0.50154,0.55859,0.36424,1.39901,1.57954,0.02273,0,0,14.0294,0,14.0294,0,0.0656762,0.216208,3.34277,3.34277,0,1,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
97,17962.1,1.48207,1.87411,0.01924,0.99976,13.9747,0.63968,0.50273,0.55895,0.36464,1.39765,1.57857,0.0227,0,0,13.9747,0,13.9747,0,0.0654255,0.214809,3.34277,3.34277,0,1,0.007624,0.007624,0.007624,0.003812,0.015248
98,18148.2,1.47312,1.86846,0.01924,0.99981,14.0427,0.63877,0.50327,0.55979,0.36545,1.39633,1.57755,0.02267,0,0,14.0427,0,14.0427,0,0.0657383,0.216264,3.34277,3.34277,0,1,0.00759925,0.00759925,0.00759925,0.00379963,0.0151985
99,18333.6,1.47376,1.87235,0.01921,0.99986,13.9599,0.63757,0.50455,0.56049,0.36619,1.39604,1.57502,0.02267,0,0,13.9599,0,13.9599,0,0.0653475,0.214738,3.34277,3.34277,0,1,0.0075745,0.0075745,0.0075745,0.00378725,0.015149
100,18521.2,1.47391,1.85612,0.01924,0.99977,13.9363,0.63972,0.50345,0.56108,0.36686,1.39548,1.57337,0.02265,0,0,13.9363,0,13.9363,0,0.0652406,0.215332,3.34277,3.34277,0,1,0.00754975,0.00754975,0.00754975,0.00377488,0.0150995
101,18706.7,1.47353,1.85563,0.01906,0.99995,13.9648,0.64491,0.50063,0.56175,0.36744,1.39539,1.57022,0.02264,0,0,13.9648,0,13.9648,0,0.0653731,0.216142,3.34277,3.34277,0,1,0.007525,0.007525,0.007525,0.0037625,0.01505
102,18891.8,1.46585,1.86185,0.01911,0.99977,13.965,0.64502,0.5017,0.56276,0.36804,1.39466,1.56858,0.02264,0,0,13.965,0,13.965,0,0.0653731,0.215676,3.34277,3.34277,0,1,0.00750025,0.00750025,0.00750025,0.00375013,0.0150005
103,19075.7,1.46632,1.85444,0.01911,0.99996,13.9131,0.64567,0.5015,0.56407,0.36854,1.39334,1.56754,0.02261,0,0,13.9131,0,13.9131,0,0.0651337,0.215582,3.34277,3.34277,0,1,0.0074755,0.0074755,0.0074755,0.00373775,0.014951
104,19260.5,1.46476,1.84897,0.01904,0.99987,13.9151,0.64754,0.50239,0.56485,0.36929,1.39187,1.56701,0.02258,0,0,13.9151,0,13.9151,0,0.0651472,0.215909,3.34277,3.34277,0,1,0.00745075,0.00745075,0.00745075,0.00372537,0.0149015
105,19447.2,1.46869,1.85228,0.01904,0.9998,13.861,0.64893,0.50232,0.56521,0.36988,1.39054,1.5663,0.02255,0,0,13.861,0,13.861,0,0.0648911,0.214871,3.34277,3.34277,0,1,0.007426,0.007426,0.007426,0.003713,0.014852
106,19633,1.46403,1.84674,0.019,0.99978,13.8954,0.65115,0.50077,0.56611,0.37042,1.39038,1.56432,0.02254,0,0,13.8954,0,13.8954,0,0.0650535,0.21594,3.34277,3.34277,0,1,0.00740125,0.00740125,0.00740125,0.00370063,0.0148025
107,19819.9,1.45591,1.8326,0.01901,0.99998,13.8832,0.6494,0.50172,0.56616,0.37089,1.38993,1.56274,0.02253,0,0,13.8832,0,13.8832,0,0.0649981,0.21686,3.34277,3.34277,0,1,0.0073765,0.0073765,0.0073765,0.00368825,0.014753
108,20004.4,1.4667,1.83921,0.01906,0.99982,13.8766,0.65382,0.50055,0.56691,0.37132,1.38961,1.56093,0.02254,0,0,13.8766,0,13.8766,0,0.0649589,0.216087,3.34277,3.34277,0,1,0.00735175,0.00735175,0.00735175,0.00367587,0.0147035
109,20188.3,1.46978,1.85197,0.01911,0.99996,13.9013,0.65139,0.50172,0.5674,0.37174,1.38902,1.55881,0.02252,0,0,13.9013,0,13.9013,0,0.0650786,0.215133,3.34277,3.34277,0,1,0.007327,0.007327,0.007327,0.0036635,0.014654
110,20372.3,1.46692,1.83545,0.01889,0.99984,13.8095,0.65229,0.50313,0.56801,0.37227,1.38817,1.55736,0.0225,0,0,13.8095,0,13.8095,0,0.0646473,0.215285,3.34277,3.34277,0,1,0.00730225,0.00730225,0.00730225,0.00365113,0.0146045
111,20556.1,1.45916,1.82594,0.01893,0.9999,13.8252,0.6515,0.50404,0.56861,0.37288,1.38712,1.55593,0.02247,0,0,13.8252,0,13.8252,0,0.0647186,0.216001,3.34277,3.34277,0,1,0.0072775,0.0072775,0.0072775,0.00363875,0.014555
112,20741.1,1.46086,1.83045,0.0189,0.9998,13.8626,0.65138,0.50678,0.56929,0.37337,1.38618,1.55398,0.02245,0,0,13.8626,0,13.8626,0,0.0648999,0.216594,3.34277,3.34277,0,1,0.00725275,0.00725275,0.00725275,0.00362637,0.0145055
113,20923.5,1.46277,1.82846,0.019,0.99993,13.8144,0.65004,0.50788,0.56977,0.37383,1.38503,1.55302,0.02242,0,0,13.8144,0,13.8144,0,0.064671,0.215332,3.34277,3.34277,0,1,0.007228,0.007228,0.007228,0.003614,0.014456
114,21103.8,1.453,1.82666,0.01885,0.99976,13.8284,0.64459,0.5109,0.57007,0.3742,1.38462,1.55118,0.02242,0,0,13.8284,0,13.8284,0,0.0647331,0.216636,3.34277,3.34277,0,1,0.00720325,0.00720325,0.00720325,0.00360163,0.0144065
115,21288,1.45478,1.81392,0.01894,0.99986,13.8215,0.64484,0.51094,0.5708,0.37467,1.38346,1.55057,0.0224,0,0,13.8215,0,13.8215,0,0.0646996,0.217039,3.34277,3.34277,0,1,0.0071785,0.0071785,0.0071785,0.00358925,0.014357
116,21472,1.45601,1.81227,0.0189,1.00006,13.808,0.64337,0.51258,0.57155,0.37509,1.38288,1.54933,0.02238,0,0,13.808,0,13.808,0,0.0646347,0.217102,3.34277,3.34277,0,1,0.00715375,0.00715375,0.00715375,0.00357688,0.0143075
117,21655.7,1.45864,1.81668,0.01894,0.99989,13.7883,0.64767,0.51085,0.57198,0.3754,1.38179,1.54826,0.02235,0,0,13.7883,0,13.7883,0,0.0645473,0.216268,3.34277,3.34277,0,1,0.007129,0.007129,0.007129,0.0035645,0.014258
118,21840,1.45748,1.81028,0.01894,0.99998,13.7659,0.64043,0.51595,0.57312,0.37651,1.38128,1.54607,0.02235,0,0,13.7659,0,13.7659,0,0.064449,0.216216,3.34277,3.34277,0,1,0.00710425,0.00710425,0.00710425,0.00355212,0.0142085
119,22022.8,1.4518,1.8113,0.01897,0.99982,13.7444,0.64185,0.51542,0.57413,0.37733,1.38023,1.54522,0.02234,0,0,13.7444,0,13.7444,0,0.0643459,0.215964,3.34277,3.34277,0,1,0.0070795,0.0070795,0.0070795,0.00353975,0.014159
120,22205.2,1.4402,1.78665,0.01887,1.00012,13.8032,0.64242,0.51576,0.575,0.37801,1.37972,1.54319,0.02233,0,0,13.8032,0,13.8032,0,0.0646176,0.219297,3.34277,3.34277,0,1,0.00705475,0.00705475,0.00705475,0.00352737,0.0141095
121,22388.4,1.45672,1.8065,0.0188,0.99974,13.758,0.64388,0.51454,0.57549,0.37841,1.3787,1.54157,0.02231,0,0,13.758,0,13.758,0,0.0644076,0.216241,3.34277,3.34277,0,1,0.00703,0.00703,0.00703,0.003515,0.01406
122,22572.2,1.45461,1.79709,0.0188,0.9998,13.7319,0.64706,0.51319,0.57619,0.37895,1.37786,1.54051,0.02229,0,0,13.7319,0,13.7319,0,0.0642813,0.216666,3.34277,3.34277,0,1,0.00700525,0.00700525,0.00700525,0.00350263,0.0140105
123,22755.1,1.45529,1.79071,0.01871,0.99993,13.7044,0.64958,0.51304,0.57654,0.37949,1.37693,1.53935,0.02228,0,0,13.7044,0,13.7044,0,0.0641508,0.21643,3.34277,3.34277,0,1,0.0069805,0.0069805,0.0069805,0.00349025,0.013961
124,22937.1,1.43971,1.7842,0.01868,0.9999,13.7282,0.65009,0.51239,0.57689,0.38021,1.37698,1.53716,0.02229,0,0,13.7282,0,13.7282,0,0.0642653,0.218295,3.34277,3.34277,0,1,0.00695575,0.00695575,0.00695575,0.00347788,0.0139115
125,23120.5,1.44426,1.79137,0.01871,0.99991,13.7784,0.64624,0.51577,0.57732,0.38051,1.37591,1.53612,0.02226,0,0,13.7784,0,13.7784,0,0.0645047,0.218157,3.34277,3.34277,0,1,0.006931,0.006931,0.006931,0.0034655,0.013862
126,23303.4,1.45148,1.78608,0.01886,1.00001,13.7367,0.64459,0.51718,0.57798,0.38116,1.37498,1.53436,0.02224,0,0,13.7367,0,13.7367,0,0.0643045,0.217182,3.34277,3.34277,0,1,0.00690625,0.00690625,0.00690625,0.00345313,0.0138125
127,23486.3,1.44932,1.78853,0.01871,0.99975,13.6816,0.64423,0.51822,0.5785,0.38172,1.37377,1.53317,0.02222,0,0,13.6816,0,13.6816,0,0.0640528,0.21615,3.34277,3.34277,0,1,0.0068815,0.0068815,0.0068815,0.00344075,0.013763
128,23668.2,1.45047,1.8002,0.01862,0.99994,13.6892,0.64046,0.5203,0.57853,0.38206,1.37261,1.53193,0.0222,0,0,13.6893,0,13.6893,0,0.064088,0.215934,3.34277,3.34277,0,1,0.00685675,0.00685675,0.00685675,0.00342838,0.0137135
129,23852.3,1.45028,1.78203,0.01875,0.99998,13.6553,0.64348,0.51946,0.57946,0.38291,1.37285,1.52859,0.0222,0,0,13.6552,0,13.6552,0,0.0639213,0.216389,3.34277,3.34277,0,1,0.006832,0.006832,0.006832,0.003416,0.013664
130,24035.5,1.44147,1.77304,0.01863,1.00007,13.6835,0.65013,0.51831,0.58,0.38349,1.37228,1.52625,0.02219,0,0,13.6835,0,13.6835,0,0.0640588,0.217991,3.34277,3.34277,0,1,0.00680725,0.00680725,0.00680725,0.00340363,0.0136145
131,24219.8,1.44259,1.78462,0.01869,0.99995,13.6898,0.65391,0.51499,0.5805,0.38402,1.37257,1.52373,0.02219,0,0,13.6898,0,13.6898,0,0.0640848,0.217006,3.34277,3.34277,0,1,0.0067825,0.0067825,0.0067825,0.00339125,0.013565
132,24402.4,1.44197,1.78459,0.01866,0.99989,13.6603,0.6555,0.51331,0.58095,0.38461,1.37166,1.522,0.02216,0,0,13.6603,0,13.6603,0,0.0639484,0.216588,3.34277,3.34277,0,1,0.00675775,0.00675775,0.00675775,0.00337887,0.0135155
133,24584.8,1.44942,1.77746,0.01867,0.99987,13.6495,0.65622,0.51365,0.58185,0.38525,1.37096,1.51916,0.02215,0,0,13.6495,0,13.6495,0,0.0638963,0.216665,3.34277,3.34277,0,1,0.006733,0.006733,0.006733,0.0033665,0.013466
134,24767.6,1.43545,1.76282,0.01867,0.99996,13.6448,0.65576,0.51415,0.58235,0.38593,1.36876,1.5192,0.0221,0,0,13.6448,0,13.6448,0,0.0638708,0.217856,3.34277,3.34277,0,1,0.00670825,0.00670825,0.00670825,0.00335412,0.0134165
135,24951.9,1.43499,1.76107,0.01858,0.99998,13.6084,0.65706,0.51617,0.58281,0.3863,1.36811,1.51698,0.02208,0,0,13.6084,0,13.6084,0,0.0637021,0.21755,3.34277,3.34277,0,1,0.0066835,0.0066835,0.0066835,0.00334175,0.013367
136,25135.8,1.43396,1.76876,0.01846,0.99977,13.6032,0.65461,0.51869,0.58368,0.38676,1.36699,1.51528,0.02205,0,0,13.6032,0,13.6032,0,0.0636835,0.21701,3.34277,3.34277,0,1,0.00665875,0.00665875,0.00665875,0.00332937,0.0133175
137,25318.9,1.43787,1.76556,0.01851,1.00002,13.6121,0.65514,0.51969,0.58427,0.38727,1.36587,1.51394,0.02202,0,0,13.6121,0,13.6121,0,0.0637189,0.217294,3.34277,3.34277,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
138,25502.3,1.43638,1.76807,0.01845,1.00004,13.609,0.6562,0.51954,0.58461,0.38777,1.36526,1.51178,0.022,0,0,13.609,0,13.609,0,0.063706,0.21721,3.34277,3.34277,0,1,0.00660925,0.00660925,0.00660925,0.00330462,0.0132185
139,25685.7,1.44184,1.75885,0.01864,0.99993,13.6468,0.65402,0.52071,0.58551,0.38841,1.36472,1.5089,0.02199,0,0,13.6468,0,13.6468,0,0.063889,0.21772,3.34277,3.34277,0,1,0.0065845,0.0065845,0.0065845,0.00329225,0.013169
140,25869.6,1.43645,1.75078,0.01858,0.99994,13.5935,0.66374,0.51639,0.58608,0.38869,1.36375,1.50738,0.02198,0,0,13.5935,0,13.5935,0,0.0636411,0.217854,3.34277,3.34277,0,1,0.00655975,0.00655975,0.00655975,0.00327988,0.0131195
141,26052.6,1.43405,1.77011,0.01867,0.99995,13.5759,0.6613,0.5192,0.58689,0.3894,1.36294,1.50492,0.02196,0,0,13.5759,0,13.5759,0,0.063557,0.216095,3.34277,3.34277,0,1,0.006535,0.006535,0.006535,0.0032675,0.01307
142,26235.4,1.42784,1.75134,0.01844,0.99992,13.5805,0.65911,0.52317,0.58786,0.39004,1.36199,1.50208,0.02192,0,0,13.5805,0,13.5805,0,0.0635743,0.217926,3.34277,3.34277,0,1,0.00651025,0.00651025,0.00651025,0.00325512,0.0130205
143,26419.3,1.43313,1.75361,0.0184,0.99992,13.5398,0.65952,0.52485,0.58873,0.3907,1.36136,1.49966,0.0219,0,0,13.5398,0,13.5398,0,0.0633859,0.216813,3.34277,3.34277,0,1,0.0064855,0.0064855,0.0064855,0.00324275,0.012971
144,26602.1,1.43055,1.74847,0.01837,1,13.5814,0.66375,0.52277,0.5897,0.39156,1.36081,1.49707,0.02189,0,0,13.5814,0,13.5814,0,0.0635813,0.217914,3.34277,3.34277,0,1,0.00646075,0.00646075,0.00646075,0.00323038,0.0129215
145,26787.4,1.43099,1.74317,0.01838,0.99998,13.5307,0.66575,0.5241,0.59038,0.39216,1.3599,1.49556,0.02186,0,0,13.5307,0,13.5307,0,0.0633489,0.217795,3.34277,3.34277,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
146,26969.4,1.43356,1.74654,0.0184,0.9999,13.5489,0.66736,0.52665,0.5911,0.39268,1.35937,1.49334,0.02184,0,0,13.5489,0,13.5489,0,0.0634323,0.217225,3.34277,3.34277,0,1,0.00641125,0.00641125,0.00641125,0.00320562,0.0128225
147,27151.7,1.42585,1.74879,0.01836,0.99997,13.5176,0.65884,0.5301,0.59157,0.39302,1.35778,1.49269,0.02182,0,0,13.5176,0,13.5176,0,0.0632795,0.21724,3.34277,3.34277,0,1,0.0063865,0.0063865,0.0063865,0.00319325,0.012773
148,27334.3,1.42914,1.731,0.01835,0.99981,13.5471,0.66558,0.529,0.59233,0.39351,1.35639,1.49218,0.02179,0,0,13.5471,0,13.5471,0,0.0634189,0.218613,3.34277,3.34277,0,1,0.00636175,0.00636175,0.00636175,0.00318088,0.0127235
149,27517.8,1.42552,1.73697,0.01847,1.00007,13.5261,0.66317,0.52953,0.59264,0.39402,1.35582,1.49006,0.02177,0,0,13.5261,0,13.5261,0,0.0633219,0.217822,3.34277,3.34277,0,1,0.006337,0.006337,0.006337,0.0031685,0.012674
150,27701.5,1.43119,1.7393,0.01836,0.9998,13.5504,0.66155,0.52974,0.59305,0.39451,1.3552,1.48833,0.02176,0,0,13.5504,0,13.5504,0,0.0634354,0.217845,3.34277,3.34277,0,1,0.00631225,0.00631225,0.00631225,0.00315612,0.0126245
151,27883.2,1.42099,1.73689,0.01855,1.00016,13.5305,0.66134,0.53009,0.59437,0.39527,1.35425,1.48719,0.02173,0,0,13.5305,0,13.5305,0,0.063341,0.218107,3.34277,3.34277,0,1,0.0062875,0.0062875,0.0062875,0.00314375,0.012575
152,28065.4,1.42816,1.73075,0.01831,0.99999,13.4695,0.66156,0.53053,0.59543,0.39592,1.35385,1.48427,0.02174,0,0,13.4695,0,13.4695,0,0.0630536,0.217459,3.34277,3.34277,0,1,0.00626275,0.00626275,0.00626275,0.00313138,0.0125255
153,28247,1.42529,1.73513,0.01828,0.99979,13.4675,0.66044,0.53255,0.59582,0.39644,1.35358,1.48248,0.02172,0,0,13.4675,0,13.4675,0,0.0630501,0.21731,3.34277,3.34277,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
154,28428,1.41545,1.72562,0.01834,1.00004,13.4802,0.66222,0.53151,0.59639,0.39711,1.35275,1.48089,0.0217,0,0,13.4802,0,13.4802,0,0.0631095,0.218283,3.34277,3.34277,0,1,0.00621325,0.00621325,0.00621325,0.00310662,0.0124265
155,28612.7,1.4261,1.73128,0.01829,0.99988,13.4712,0.65929,0.53332,0.59722,0.39779,1.3521,1.47908,0.02169,0,0,13.4712,0,13.4712,0,0.0630638,0.216988,3.34277,3.34277,0,1,0.0061885,0.0061885,0.0061885,0.00309425,0.012377
156,28797.7,1.41697,1.7111,0.01825,1.00001,13.4506,0.6604,0.53386,0.59778,0.39834,1.3508,1.47723,0.02165,0,0,13.4506,0,13.4506,0,0.0629672,0.218478,3.34277,3.34277,0,1,0.00616375,0.00616375,0.00616375,0.00308187,0.0123275
157,28982.4,1.41918,1.73372,0.01837,1,13.4816,0.66156,0.53403,0.59839,0.39899,1.34988,1.47567,0.02163,0,0,13.4816,0,13.4816,0,0.0631095,0.217418,3.34277,3.34277,0,1,0.006139,0.006139,0.006139,0.0030695,0.012278
158,29164.6,1.41709,1.72252,0.01829,0.99999,13.4396,0.66553,0.53271,0.59927,0.39974,1.34863,1.47408,0.02161,0,0,13.4396,0,13.4396,0,0.0629173,0.217668,3.34277,3.34277,0,1,0.00611425,0.00611425,0.00611425,0.00305712,0.0122285
159,29344.7,1.42364,1.72155,0.0183,0.99994,13.4818,0.66319,0.53356,0.60006,0.4004,1.34735,1.47232,0.02158,0,0,13.4818,0,13.4818,0,0.0631164,0.217855,3.34277,3.34277,0,1,0.0060895,0.0060895,0.0060895,0.00304475,0.012179
160,29526.7,1.42273,1.71785,0.01822,0.99988,13.4215,0.66847,0.53055,0.6003,0.40086,1.34663,1.47063,0.02156,0,0,13.4216,0,13.4216,0,0.0628299,0.217212,3.34277,3.34277,0,1,0.00606475,0.00606475,0.00606475,0.00303237,0.0121295
161,29706.6,1.41425,1.71044,0.01816,1.00004,13.4197,0.66547,0.53268,0.60091,0.40136,1.34639,1.46828,0.02156,0,0,13.4197,0,13.4197,0,0.0628201,0.218144,3.34277,3.34277,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
162,29889.6,1.41852,1.71561,0.0182,1.00015,13.4201,0.66384,0.53513,0.60158,0.40184,1.34555,1.46682,0.02155,0,0,13.4201,0,13.4201,0,0.0628251,0.217572,3.34277,3.34277,0,1,0.00601525,0.00601525,0.00601525,0.00300762,0.0120305
163,30070.6,1.41564,1.71532,0.01832,0.9998,13.4399,0.66266,0.53449,0.60211,0.40209,1.34455,1.46553,0.02152,0,0,13.4399,0,13.4399,0,0.0629141,0.217971,3.34277,3.34277,0,1,0.0059905,0.0059905,0.0059905,0.00299525,0.011981
164,30250,1.40915,1.71538,0.01816,1.00003,13.3995,0.6601,0.53795,0.60265,0.40265,1.34395,1.46403,0.02152,0,0,13.3995,0,13.3995,0,0.0627248,0.217717,3.34277,3.34277,0,1,0.00596575,0.00596575,0.00596575,0.00298288,0.0119315
165,30433.8,1.41673,1.71345,0.01814,1,13.3882,0.65729,0.5419,0.60329,0.40343,1.34352,1.46263,0.02151,0,0,13.3882,0,13.3882,0,0.0626722,0.217155,3.34277,3.34277,0,1,0.005941,0.005941,0.005941,0.0029705,0.011882
166,30616.1,1.40148,1.70697,0.01807,0.99999,13.4368,0.6586,0.54279,0.60427,0.40423,1.34276,1.46073,0.02149,0,0,13.4368,0,13.4368,0,0.0629023,0.219089,3.34277,3.34277,0,1,0.00591625,0.00591625,0.00591625,0.00295813,0.0118325
167,30798.3,1.41201,1.71103,0.01806,0.99999,13.3936,0.65819,0.54287,0.6047,0.40487,1.3414,1.45982,0.02146,0,0,13.3936,0,13.3936,0,0.0626984,0.217733,3.34277,3.34277,0,1,0.0058915,0.0058915,0.0058915,0.00294575,0.011783
168,30980.4,1.41618,1.70871,0.01817,0.99977,13.3992,0.65769,0.5429,0.60484,0.40525,1.3408,1.45755,0.02144,0,0,13.3992,0,13.3992,0,0.0627318,0.217607,3.34277,3.34277,0,1,0.00586675,0.00586675,0.00586675,0.00293338,0.0117335
169,31162,1.40807,1.70747,0.01813,1.00015,13.3955,0.65784,0.54592,0.60544,0.406,1.3401,1.45596,0.02143,0,0,13.3955,0,13.3955,0,0.0627066,0.217826,3.34277,3.34277,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
170,31344,1.41126,1.71009,0.01803,1.00001,13.3511,0.65912,0.54754,0.60591,0.40642,1.33875,1.45498,0.02141,0,0,13.3511,0,13.3511,0,0.0625016,0.217069,3.34277,3.34277,0,1,0.00581725,0.00581725,0.00581725,0.00290863,0.0116345
171,31525.8,1.41592,1.7002,0.01808,0.99989,13.3273,0.65634,0.54943,0.60663,0.40693,1.33845,1.45237,0.0214,0,0,13.3273,0,13.3273,0,0.0623876,0.216832,3.34277,3.34277,0,1,0.0057925,0.0057925,0.0057925,0.00289625,0.011585
172,31706.2,1.41375,1.69501,0.01798,1.00007,13.3412,0.65707,0.54846,0.6066,0.40721,1.33754,1.45146,0.02138,0,0,13.3411,0,13.3411,0,0.0624535,0.217661,3.34277,3.34277,0,1,0.00576775,0.00576775,0.00576775,0.00288388,0.0115355
173,31887.9,1.40384,1.69924,0.01799,0.99992,13.3347,0.66058,0.54654,0.60722,0.40757,1.33692,1.45029,0.02136,0,0,13.3347,0,13.3347,0,0.0624241,0.217747,3.34277,3.34277,0,1,0.005743,0.005743,0.005743,0.0028715,0.011486
174,32070.8,1.41163,1.70733,0.01811,0.99997,13.3793,0.6608,0.54728,0.60756,0.40796,1.33585,1.44945,0.02133,0,0,13.3792,0,13.3792,0,0.0626317,0.21714,3.34277,3.34277,0,1,0.00571825,0.00571825,0.00571825,0.00285913,0.0114365
175,32253,1.40674,1.69551,0.018,0.99998,13.329,0.66153,0.54772,0.60781,0.40866,1.33508,1.44791,0.02131,0,0,13.329,0,13.329,0,0.0623994,0.217499,3.34277,3.34277,0,1,0.0056935,0.0056935,0.0056935,0.00284675,0.011387
176,32434.6,1.40792,1.69706,0.01794,0.99999,13.3511,0.65674,0.54972,0.60846,0.40903,1.33441,1.44663,0.02129,0,0,13.3511,0,13.3511,0,0.062506,0.217729,3.34277,3.34277,0,1,0.00566875,0.00566875,0.00566875,0.00283438,0.0113375
177,32615.8,1.4117,1.68922,0.01805,0.99989,13.3428,0.65436,0.55349,0.60888,0.40947,1.33396,1.44449,0.02129,0,0,13.3428,0,13.3428,0,0.0624636,0.217734,3.34277,3.34277,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
178,32797.9,1.41401,1.68215,0.01797,1.00007,13.3066,0.65961,0.55124,0.60951,0.41016,1.33351,1.44243,0.02128,0,0,13.3066,0,13.3066,0,0.0622881,0.217486,3.34277,3.34277,0,1,0.00561925,0.00561925,0.00561925,0.00280963,0.0112385
179,32980.9,1.40681,1.67867,0.018,0.99994,13.2946,0.66173,0.55152,0.61031,0.41052,1.33246,1.44064,0.02126,0,0,13.2946,0,13.2946,0,0.0622399,0.217865,3.34277,3.34277,0,1,0.0055945,0.0055945,0.0055945,0.00279725,0.011189
180,33164.3,1.40399,1.68949,0.01804,0.99995,13.2934,0.66499,0.55006,0.61132,0.41148,1.33158,1.43934,0.02124,0,0,13.2934,0,13.2934,0,0.0622338,0.217137,3.34277,3.34277,0,1,0.00556975,0.00556975,0.00556975,0.00278488,0.0111395
181,33346.9,1.40349,1.69155,0.01797,1.00003,13.3272,0.66277,0.5494,0.61147,0.4116,1.33117,1.43772,0.02123,0,0,13.3272,0,13.3272,0,0.0623864,0.217678,3.34277,3.34277,0,1,0.005545,0.005545,0.005545,0.0027725,0.01109
182,33529.2,1.41154,1.68824,0.01803,0.99993,13.2796,0.66204,0.55012,0.61203,0.41228,1.33117,1.43501,0.02122,0,0,13.2796,0,13.2796,0,0.0621657,0.216388,3.34277,3.34277,0,1,0.00552025,0.00552025,0.00552025,0.00276012,0.0110405
183,33714,1.40272,1.67599,0.01799,1,13.2834,0.66629,0.54935,0.61256,0.41268,1.33033,1.43397,0.0212,0,0,13.2834,0,13.2834,0,0.062185,0.217714,3.34277,3.34277,0,1,0.0054955,0.0054955,0.0054955,0.00274775,0.010991
184,33897.2,1.4064,1.67687,0.01792,1.00008,13.2622,0.66985,0.54824,0.61342,0.41309,1.33025,1.43149,0.0212,0,0,13.2622,0,13.2622,0,0.0620865,0.217528,3.34277,3.34277,0,1,0.00547075,0.00547075,0.00547075,0.00273537,0.0109415
185,34078.5,1.3971,1.67259,0.01788,0.99992,13.2608,0.67097,0.54697,0.6141,0.41383,1.32825,1.43163,0.02116,0,0,13.2608,0,13.2608,0,0.0620795,0.217988,3.34277,3.34277,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
