seed,comparison_type,a_key,b_key,metric,field,old_value,new_value,delta_new_minus_old,note
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP,ci_high,-0.0014609438019758808,-0.003161736215586075,-0.0017007924136101943,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP,prob_gt_0,0.0,0.0,0.0,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP50,point_official,-0.011016836468486224,-0.011016836468486224,0.0,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP50,mean_bootstrap,-0.005268702766217917,-0.010964426898884386,-0.005695724132666469,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP50,ci_low,-0.007766573314680614,-0.015591803761833278,-0.007825230447152665,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP50,ci_high,-0.002843127307870591,-0.006401674314754913,-0.0035585470068843217,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__true-text__true-new17,AP50,prob_gt_0,0.0,0.0,0.0,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP,point_official,-0.010207808466736967,-0.010207808466736967,0.0,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP,mean_bootstrap,-0.005162494500770777,-0.010440364712354098,-0.005277870211583321,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP,ci_low,-0.0071484263406342285,-0.014158682788611543,-0.007010256447977314,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP,ci_high,-0.003314951018758297,-0.006902948832765932,-0.0035879978140076346,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP,prob_gt_0,0.0,0.0,0.0,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP50,point_official,-0.014326157710253029,-0.014326157710253029,0.0,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP50,mean_bootstrap,-0.007544711517985269,-0.014601373542960192,-0.007056662024974922,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP50,ci_low,-0.010163062307742582,-0.019190482724534996,-0.009027420416792414,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP50,ci_high,-0.005054812871611497,-0.009915227787052783,-0.004860414915441286,
seed2,routing_descriptive_mixed,seed2__fixed-balanced-routing__native-fixed,seed2__deterministic-random-routing__native-random,AP50,prob_gt_0,0.0,0.0,0.0,
