layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.8/m.1/m.1.0/attn/MatMul_1,MatMul,/model.8/m.1/m.1.0/attn/MatMul_1_output_0,8.1769,2.5024,3.268,2.4,4.1078
/model.21/m.0/m/m.0/cv2/conv/Conv,Conv,/model.21/m.0/m/m.0/cv2/conv/Conv_output_0,9.1549,3.9863,2.297,4.7,4.0985
/model.11/m.1/m.1.1/Add_1,Add,/model.11/m.1/m.1.1/Add_1_output_0,16.0623,8.4534,1.9,7.0,4.0892
/model.8/m.1/m.1.1/attn/Mul,Mul,/model.8/m.1/m.1.1/attn/Mul_output_0,29.9726,8.3094,3.607,2.0,4.0864
/model.5/cv1/conv/Conv,Conv,/model.5/cv1/conv/Conv_output_0,7.4263,3.2039,2.318,4.6,4.0828
/model.4/act/Mul,Mul,/model.4/act/Mul_output_0,4.5789,2.3043,1.987,6.3,4.0382
/model.11/m.1/m.1.1/mlp/mlp.1/conv/Conv,Conv,/model.11/m.1/m.1.1/mlp/mlp.1/conv/Conv_output_0,7.0789,3.4357,2.06,5.7,4.0382
/model.21/m.0/m/m.1/cv1/conv/Conv,Conv,/model.21/m.0/m/m.1/cv1/conv/Conv_output_0,8.643,4.3493,1.987,6.1,4.0132
/model.2/m.0/Add,Add,/model.2/m.0/Add_output_0,24.3034,11.0342,2.203,4.7,3.9944
/model.25/cv2.2/cv2.2.2/Conv,Conv,/model.25/cv2.2/cv2.2.2/Conv_output_0,11.8192,7.9983,1.478,12.6,3.9811
/model.18/m.0/m/m.1/cv1/conv/Conv,Conv,/model.18/m.0/m/m.1/cv1/conv/Conv_output_0,7.8037,3.3743,2.313,4.3,3.9783
/model.8/m.1/m.1.1/attn/pe/conv/Conv,Conv,/model.8/m.1/m.1.1/attn/pe/conv/Conv_output_0,8.2325,4.0876,2.014,5.8,3.9735
/model.8/m.1/m.1.0/attn/Add,Add,/model.8/m.1/m.1.0/attn/Add_output_0,7.6982,4.0352,1.908,6.5,3.9615
/model.18/m.0/m/m.0/cv2/conv/Conv,Conv,/model.18/m.0/m/m.0/cv2/conv/Conv_output_0,8.0024,3.0195,2.65,3.3,3.9611
/model.19/conv/Conv,Conv,/model.19/conv/Conv_output_0,9.8326,4.5301,2.17,4.8,3.9449
/model.21/m.0/cv1/conv/Conv,Conv,/model.21/m.0/cv1/conv/Conv_output_0,3.6318,1.922,1.89,6.4,3.8557
/model.18/m.0/cv2/conv/Conv,Conv,/model.18/m.0/cv2/conv/Conv_output_0,7.1263,3.1127,2.289,4.1,3.8537
/model.15/m.0/m/m.1/cv2/act/Mul,Mul,/model.15/m.0/m/m.1/cv2/act/Mul_output_0,12.6792,5.3957,2.35,3.9,3.8517
/model.11/m.1/m.1.0/attn/MatMul_1,MatMul,/model.11/m.1/m.1.0/attn/MatMul_1_output_0,9.0876,4.1877,2.17,4.4,3.7811
/model.8/m.1/m.1.1/mlp/mlp.0/conv/Conv,Conv,/model.8/m.1/m.1.1/mlp/mlp.0/conv/Conv_output_0,9.4497,4.5601,2.072,4.9,3.7794
/model.15/m.0/cv1/conv/Conv,Conv,/model.15/m.0/cv1/conv/Conv_output_0,3.7926,1.8991,1.997,5.3,3.7406
/model.18/m.0/m/m.1/Add,Add,/model.18/m.0/m/m.1/Add_output_0,16.1085,6.0077,2.681,2.8,3.7385
/model.8/m.0/m.0.1/mlp/mlp.0/conv/Conv,Conv,/model.8/m.0/m.0.1/mlp/mlp.0/conv/Conv_output_0,10.27,4.8323,2.125,4.4,3.7163
/model.15/m.0/m/m.1/Add,Add,/model.15/m.0/m/m.1/Add_output_0,14.2359,6.4713,2.2,4.1,3.7118
/model.11/m.1/m.1.1/Add,Add,/model.11/m.1/m.1.1/Add_output_0,16.3241,8.9588,1.822,6.0,3.6954
/model.9/experts.1/conv/conv.0/Conv,Conv,/model.9/experts.1/conv/conv.0/Conv_output_0,10.1816,4.4273,2.3,3.7,3.6918
/model.15/m.0/cv2/conv/Conv,Conv,/model.15/m.0/cv2/conv/Conv_output_0,8.9989,3.8378,2.345,3.5,3.6591
/model.15/m.0/m/m.1/cv1/conv/Conv,Conv,/model.15/m.0/m/m.1/cv1/conv/Conv_output_0,8.8505,4.1237,2.146,4.2,3.6515
/model.15/m.0/m/m.0/cv2/conv/Conv,Conv,/model.15/m.0/m/m.0/cv2/conv/Conv_output_0,8.3279,3.7388,2.227,3.8,3.6149
/model.25/cv2.1/cv2.1.2/Conv,Conv,/model.25/cv2.1/cv2.1.2/Conv_output_0,13.7767,8.6973,1.584,7.8,3.5718
/model.18/m.0/cv1/conv/Conv,Conv,/model.18/m.0/cv1/conv/Conv_output_0,2.809,1.6025,1.753,6.4,3.5703
/model.11/m.0/m.0.1/mlp/mlp.0/conv/Conv,Conv,/model.11/m.0/m.0.1/mlp/mlp.0/conv/Conv_output_0,11.1664,7.124,1.567,7.8,3.5264
/model.11/m.0/m.0.1/attn/MatMul_1,MatMul,/model.11/m.0/m.0.1/attn/MatMul_1_output_0,8.0653,3.9924,2.02,4.4,3.5113
/model.11/m.0/m.0.1/attn/MatMul,MatMul,/model.11/m.0/m.0.1/attn/MatMul_output_0,118.8061,53.6203,2.216,3.4,3.5019
/model.11/m.1/m.1.1/attn/MatMul_1,MatMul,/model.11/m.1/m.1.1/attn/MatMul_1_output_0,7.2384,3.8495,1.88,5.1,3.5007
/model.9/shared_expert/shared_expert.0/Conv,Conv,/model.9/shared_expert/shared_expert.0/Conv_output_0,9.3326,4.4387,2.103,3.9,3.4726
/model.11/m.1/m.1.1/attn/MatMul,MatMul,/model.11/m.1/m.1.1/attn/MatMul_output_0,94.715,41.0296,2.308,3.0,3.448
/model.8/m.0/m.0.0/Add,Add,/model.8/m.0/m.0.0/Add_output_0,11.5027,6.1876,1.859,4.9,3.4189
/model.11/m.0/m.0.1/attn/Mul,Mul,/model.11/m.0/m.0.1/attn/Mul_output_0,21.0021,9.4788,2.216,3.4,3.4172
/model.18/m.0/m/m.0/cv1/act/Mul,Mul,/model.18/m.0/m/m.0/cv1/act/Mul_output_0,5.2467,2.2655,2.316,3.2,3.4119
/model.24/m.0/m/m.0/cv1/conv/Conv,Conv,/model.24/m.0/m/m.0/cv1/conv/Conv_output_0,5.9289,3.1778,1.866,4.8,3.3899
/model.11/m.1/m.1.1/attn/Mul,Mul,/model.11/m.1/m.1.1/attn/Mul_output_0,16.7434,7.2531,2.308,3.0,3.3638
/model.15/m.0/m/m.0/cv1/conv/Conv,Conv,/model.15/m.0/m/m.0/cv1/conv/Conv_output_0,7.4217,3.4229,2.168,3.4,3.3149
/model.8/cv1/act/Mul,Mul,/model.8/cv1/act/Mul_output_0,11.0434,6.1795,1.787,4.8,3.2729
/model.11/m.1/m.1.1/attn/proj/conv/Conv,Conv,/model.11/m.1/m.1.1/attn/proj/conv/Conv_output_0,9.9998,5.4217,1.844,4.5,3.2534
/model.8/m.1/m.1.0/mlp/mlp.0/conv/Conv,Conv,/model.8/m.1/m.1.0/mlp/mlp.0/conv/Conv_output_0,9.1275,4.8501,1.882,4.2,3.2024
/model.8/m.0/m.0.1/Add,Add,/model.8/m.0/m.0.1/Add_output_0,10.9397,6.2327,1.755,4.7,3.1918
/model.8/m.1/m.1.0/Add,Add,/model.8/m.1/m.1.0/Add_output_0,12.6589,6.6266,1.91,3.8,3.1269
/model.8/m.1/m.1.1/Add,Add,/model.8/m.1/m.1.1/Add_output_0,15.0568,7.5902,1.984,3.5,3.1014
/model.8/cv1/conv/Conv,Conv,/model.8/cv1/conv/Conv_output_0,11.0436,6.1929,1.783,3.9,2.9456
/model.8/m.0/m.0.1/Add_1,Add,/model.8/m.0/m.0.1/Add_1_output_0,11.2359,6.1989,1.813,3.7,2.9222
/model.5/m.0/Add,Add,/model.5/m.0/Add_output_0,5.5186,3.743,1.474,5.7,2.9032
/model.2/m.0/cv1/act/Mul,Mul,/model.2/m.0/cv1/act/Mul_output_0,13.8381,6.3866,2.167,2.6,2.8903
/model.5/m.0/cv2/act/Mul,Mul,/model.5/m.0/cv2/act/Mul_output_0,5.4702,3.437,1.592,4.8,2.8843
/model.8/m.0/m.0.0/attn/MatMul,MatMul,/model.8/m.0/m.0.0/attn/MatMul_output_0,63.026,23.6723,2.662,1.7,2.8658
/model.2/m.0/cv1/conv/Conv,Conv,/model.2/m.0/cv1/conv/Conv_output_0,13.8381,6.5188,2.123,2.5,2.8215
/model.8/m.1/m.1.0/Add_1,Add,/model.8/m.1/m.1.0/Add_1_output_0,11.611,6.5727,1.767,3.5,2.8006
