epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
34,5466.54,1.56729,2.19588,0.02103,0.99833,0.55022,0.43847,0.45946,0.28216,1.50096,1.83177,0.02519,0,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,5625.94,1.56702,2.17859,0.02101,0.99842,0.54244,0.44582,0.46649,0.28743,1.50105,1.79558,0.02505,0,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,5796.12,1.55589,2.17264,0.02092,0.99851,0.53885,0.44564,0.46763,0.28803,1.49164,1.79833,0.0249,0,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,5958.25,1.556,2.15268,0.02076,0.99864,0.55788,0.4504,0.477,0.29483,1.48753,1.77225,0.02476,0,0.009109,0.009109,0.009109,0.0045545,0.018218
38,6112.23,1.55311,2.14348,0.02091,0.99857,0.56365,0.45376,0.48381,0.30082,1.48154,1.76105,0.02465,0,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,6273.04,1.547,2.13587,0.02093,0.99864,0.56,0.45285,0.48302,0.30116,1.47815,1.76049,0.0245,0,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,6427.36,1.5479,2.12946,0.02064,0.99867,0.55159,0.46697,0.48709,0.30347,1.47725,1.74407,0.02457,0,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,6587.42,1.53929,2.12534,0.02059,0.99883,0.55682,0.46529,0.49017,0.30557,1.47121,1.74087,0.02442,0,0.00901,0.00901,0.00901,0.004505,0.01802
42,6745.9,1.55302,2.12395,0.02055,0.99877,0.56699,0.47279,0.50022,0.31186,1.47052,1.72432,0.0244,0,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,6901.96,1.53995,2.10296,0.02053,0.99901,0.57033,0.473,0.50485,0.31618,1.45981,1.71851,0.0241,0,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,7067.89,1.54231,2.08856,0.02063,0.99885,0.59042,0.47299,0.51185,0.32119,1.45605,1.70433,0.02394,0,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,7224.64,1.53441,2.08548,0.02044,0.99893,0.59582,0.47284,0.51438,0.32409,1.45116,1.69402,0.02386,0,0.008911,0.008911,0.008911,0.0044555,0.017822
46,7379.32,1.52754,2.07885,0.02045,0.999,0.5767,0.47733,0.51413,0.32406,1.45021,1.67832,0.02381,0,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,7543.69,1.53247,2.0612,0.02033,0.99902,0.58458,0.48231,0.51888,0.32689,1.44451,1.67773,0.02369,0,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,7701.3,1.53036,2.0657,0.02027,0.99909,0.60199,0.47471,0.52349,0.33016,1.44583,1.66693,0.02376,0,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,7865.94,1.52549,2.05767,0.02023,0.99916,0.58335,0.48868,0.52808,0.33286,1.44079,1.66162,0.02362,0,0.008812,0.008812,0.008812,0.004406,0.017624
50,8020.79,1.52382,2.03988,0.02019,0.99909,0.59162,0.48694,0.52974,0.33448,1.43725,1.65417,0.02357,0,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,8170.36,1.52618,2.04498,0.02025,0.99919,0.59199,0.49619,0.53483,0.33739,1.43463,1.64826,0.02352,0,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,8332.19,1.52243,2.02955,0.02011,0.99914,0.60977,0.49139,0.53786,0.34019,1.43191,1.64034,0.02344,0,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
