layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.17/m.0/m/m.0/cv1/conv/Conv,Conv,/model.17/m.0/m/m.0/cv1/conv/Conv_output_0,4.4664,2.354,1.897,2.5,2.4473
/model.7/cv1/conv/Conv,Conv,/model.7/cv1/conv/Conv_output_0,10.0892,6.878,1.467,3.8,2.4225
/model.4/m.0/cv2/act/Mul,Mul,/model.4/m.0/cv2/act/Mul_output_0,6.1172,3.6872,1.659,3.0,2.3862
/model.7/m.1/m.1.0/attn/MatMul_1,MatMul,/model.7/m.1/m.1.0/attn/MatMul_1_output_0,8.0015,3.8211,2.094,1.9,2.3452
/model.7/m.0/m.0.1/Add_1,Add,/model.7/m.0/m.0.1/Add_1_output_0,9.6363,6.4455,1.495,3.4,2.3417
/model.7/m.1/m.1.0/Add,Add,/model.7/m.1/m.1.0/Add_output_0,10.4648,6.5649,1.594,3.0,2.3241
/model.24/cv3.2/cv3.2.2/Conv,Conv,/model.24/cv3.2/cv3.2.2/Conv_output_0,32.5208,18.4676,1.761,2.4,2.3214
/model.7/m.0/m.0.0/attn/MatMul,MatMul,/model.7/m.0/m.0.0/attn/MatMul_output_0,84.0939,39.8471,2.11,1.7,2.3075
/model.7/m.0/m.0.1/Add,Add,/model.7/m.0/m.0.1/Add_output_0,9.5678,6.3633,1.504,3.3,2.2957
/model.7/m.0/m.0.0/attn/Mul,Mul,/model.7/m.0/m.0.0/attn/Mul_output_0,14.8658,7.044,2.11,1.7,2.2235
/model.7/m.0/m.0.1/attn/MatMul,MatMul,/model.7/m.0/m.0.1/attn/MatMul_output_0,99.1636,46.1624,2.148,1.5,2.2221
/model.4/m.0/cv1/conv/Conv,Conv,/model.4/m.0/cv1/conv/Conv_output_0,5.0716,2.7795,1.825,2.2,2.2092
/model.7/m.0/m.0.0/attn/MatMul_1,MatMul,/model.7/m.0/m.0.0/attn/MatMul_1_output_0,9.1749,4.6078,1.991,1.8,2.1557
/model.7/m.0/m.0.1/attn/Mul,Mul,/model.7/m.0/m.0.1/attn/Mul_output_0,17.5298,8.1604,2.148,1.5,2.1377
/model.4/m.0/cv1/act/Mul,Mul,/model.4/m.0/cv1/act/Mul_output_0,4.006,2.4919,1.608,2.6,2.1195
/model.7/m.1/m.1.0/attn/MatMul,MatMul,/model.7/m.1/m.1.0/attn/MatMul_output_0,88.2178,41.9729,2.102,1.4,2.0691
/model.4/m.0/Add,Add,/model.4/m.0/Add_output_0,5.903,3.9016,1.513,2.6,2.05
/model.24/cv3.0/cv3.0.2/Conv,Conv,/model.24/cv3.0/cv3.0.2/Conv_output_0,32.7029,18.7258,1.746,1.9,2.0315
/model.7/m.1/m.1.0/attn/Mul,Mul,/model.7/m.1/m.1.0/attn/Mul_output_0,15.5949,7.4198,2.102,1.4,1.985
/model.11/routing/router/router.6/Conv,Conv,/model.11/routing/router/router.6/Conv_output_0,2.833,2.8322,1.0,1.0,0.7605
/model.8/routing/router/router.6/Conv,Conv,/model.8/routing/router/router.6/Conv_output_0,2.1448,2.1417,1.001,1.0,0.7517
/model.5/routing/router/router.6/Conv,Conv,/model.5/routing/router/router.6/Conv_output_0,1.471,1.4601,1.007,1.0,0.7436
/model.24/Mul_2,Mul,/model.24/Mul_2_output_0,673.2712,635.8065,1.059,0.0,0.3257
/model.24/Concat_5,Concat,output0,673.2712,609.8189,1.104,0.0,0.3257
/model.10/m.0/m.0.0/attn/Concat,Concat,/model.10/m.0/m.0.0/attn/Concat_output_0,384.0,383.234,1.002,0.0,0.2977
