layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.25/cv3.1/cv3.1.0/cv3.1.0.1/conv/Conv,Conv,/model.25/cv3.1/cv3.1.0/cv3.1.0.1/conv/Conv_output_0,25.3445,4.3208,5.866,23.8,18.9913
/model.6/experts.1/conv/conv.2/Mul,Mul,/model.6/experts.1/conv/conv.2/Mul_output_0,4.6937,0.7164,6.552,16.9,18.9713
/model.9/Mul_1,Mul,/model.9/Mul_1_output_0,5.6131,1.4426,3.891,125.8,18.9361
/model.9/Add,Add,/model.9/Add_output_0,5.6131,1.4426,3.891,125.8,18.9361
/model.10/act/Mul,Mul,/model.10/act/Mul_output_0,15.6225,3.6166,4.32,56.1,17.6132
/model.25/cv3.2/cv3.2.0/cv3.2.0.0/conv/Conv,Conv,/model.25/cv3.2/cv3.2.0/cv3.2.0.0/conv/Conv_output_0,16.7409,3.9575,4.23,58.8,17.4495
/model.25/cv3.1/cv3.1.0/cv3.1.0.0/act/Mul,Mul,/model.25/cv3.1/cv3.1.0/cv3.1.0.0/act/Mul_output_0,12.9528,3.3808,3.831,86.0,17.2416
/model.6/Mul_1,Mul,/model.6/Mul_1_output_0,4.9134,1.0746,4.572,41.5,17.2374
/model.6/Add,Add,/model.6/Add_output_0,4.9134,1.0746,4.572,41.5,17.2374
/model.6/experts.1/conv/conv.3/Conv,Conv,/model.6/experts.1/conv/conv.3/Conv_output_0,8.69,1.9065,4.558,41.5,17.2089
/model.1/conv/Conv,Conv,/model.1/conv/Conv_output_0,112.0645,26.7997,4.182,52.0,16.8355
/model.25/cv3.2/cv3.2.0/cv3.2.0.0/act/Mul,Mul,/model.25/cv3.2/cv3.2.0/cv3.2.0.0/act/Mul_output_0,11.508,3.0472,3.777,76.0,16.5292
/model.0/act/Mul,Mul,/model.0/act/Mul_output_0,69.4237,20.1783,3.441,112.5,16.4924
