layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.24/cv3.1/cv3.1.1/cv3.1.1.0/conv/Conv,Conv,/model.24/cv3.1/cv3.1.1/cv3.1.1.0/conv/Conv_output_0,3.8506,2.1294,1.808,7.4,3.9368
/model.7/m.1/m.1.1/attn/Mul,Mul,/model.7/m.1/m.1.1/attn/Mul_output_0,18.4509,6.3584,2.902,2.6,3.9046
/model.23/m.0/m/m.1/cv2/act/Mul,Mul,/model.23/m.0/m/m.1/cv2/act/Mul_output_0,2.2478,1.3204,1.702,8.6,3.9012
/model.23/m.0/m/m.0/cv2/conv/Conv,Conv,/model.23/m.0/m/m.0/cv2/conv/Conv_output_0,3.1937,1.724,1.853,6.7,3.8631
/model.2/m.0/cv1/act/Mul,Mul,/model.2/m.0/cv1/act/Mul_output_0,7.1974,3.281,2.194,4.5,3.8615
/model.7/m.0/m.0.1/attn/Mul,Mul,/model.7/m.0/m.0.1/attn/Mul_output_0,22.8271,7.8408,2.911,2.6,3.8567
/model.7/m.1/m.1.1/attn/proj/conv/Conv,Conv,/model.7/m.1/m.1.1/attn/proj/conv/Conv_output_0,6.0884,2.6703,2.28,4.2,3.8465
/model.17/m.0/m/m.0/cv2/act/Mul,Mul,/model.17/m.0/m/m.0/cv2/act/Mul_output_0,8.5487,3.7402,2.286,4.0,3.8136
/model.24/cv3.2/cv3.2.0/cv3.2.0.1/act/Mul,Mul,/model.24/cv3.2/cv3.2.0/cv3.2.0.1/act/Mul_output_0,1.7398,1.2493,1.393,13.0,3.7278
/model.7/m.1/m.1.1/attn/MatMul_1,MatMul,/model.7/m.1/m.1.1/attn/MatMul_1_output_0,6.0793,2.3415,2.596,3.0,3.6949
/model.14/m.0/m/m.1/cv1/conv/Conv,Conv,/model.14/m.0/m/m.1/cv1/conv/Conv_output_0,11.1973,5.2273,2.142,4.2,3.6586
/model.20/cv1/conv/Conv,Conv,/model.20/cv1/conv/Conv_output_0,6.0244,2.8715,2.098,4.4,3.6189
/model.17/m.0/m/m.1/cv1/conv/Conv,Conv,/model.17/m.0/m/m.1/cv1/conv/Conv_output_0,9.4596,4.2402,2.231,3.7,3.5797
/model.17/m.0/m/m.0/cv2/conv/Conv,Conv,/model.17/m.0/m/m.0/cv2/conv/Conv_output_0,10.2587,4.3691,2.348,3.3,3.5649
/model.24/cv3.1/cv3.1.0/cv3.1.0.1/conv/Conv,Conv,/model.24/cv3.1/cv3.1.0/cv3.1.0.1/conv/Conv_output_0,3.4836,1.8127,1.922,4.9,3.4962
/model.24/cv2.0/cv2.0.2/Conv,Conv,/model.24/cv2.0/cv2.0.2/Conv_output_0,14.5134,10.9421,1.326,11.6,3.4928
/model.20/m.0/m/m.0/cv1/conv/Conv,Conv,/model.20/m.0/m/m.0/cv1/conv/Conv_output_0,3.8761,1.9837,1.954,4.5,3.3983
/model.7/m.0/m.0.0/attn/MatMul_1,MatMul,/model.7/m.0/m.0.0/attn/MatMul_1_output_0,6.8473,2.6584,2.576,2.6,3.3903
/model.7/m.1/m.1.0/attn/MatMul_1,MatMul,/model.7/m.1/m.1.0/attn/MatMul_1_output_0,5.9707,2.4538,2.433,2.8,3.3706
/model.5/routing/router/router.3/Conv,Conv,/model.5/routing/router/router.3/Conv_output_0,2.4193,1.8757,1.29,11.5,3.3239
/model.24/cv3.2/cv3.2.1/cv3.2.1.0/conv/Conv,Conv,/model.24/cv3.2/cv3.2.1/cv3.2.1.0/conv/Conv_output_0,2.7373,1.8969,1.443,8.1,3.2599
/model.23/m.0/m/m.0/cv1/conv/Conv,Conv,/model.23/m.0/m/m.0/cv1/conv/Conv_output_0,3.1244,1.7515,1.784,4.8,3.1967
/model.24/cv2.2/cv2.2.1/conv/Conv,Conv,/model.24/cv2.2/cv2.2.1/conv/Conv_output_0,2.8297,1.4306,1.978,3.8,3.1632
/model.4/m.0/cv1/conv/Conv,Conv,/model.4/m.0/cv1/conv/Conv_output_0,6.3284,3.0301,2.089,3.2,3.1044
/model.24/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul,Mul,/model.24/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul_output_0,2.2128,1.9262,1.149,12.9,3.0844
/model.24/Concat_1,Concat,/model.24/Concat_1_output_0,15.4444,15.0751,1.024,16.0,3.0429
/model.24/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv,Conv,/model.24/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv_output_0,1.98,1.5512,1.276,9.0,2.9873
/model.24/cv3.1/cv3.1.1/cv3.1.1.1/act/Mul,Mul,/model.24/cv3.1/cv3.1.1/cv3.1.1.1/act/Mul_output_0,2.7184,2.233,1.217,9.7,2.956
/model.2/m.0/cv1/conv/Conv,Conv,/model.2/m.0/cv1/conv/Conv_output_0,8.2569,3.4968,2.361,2.3,2.9043
/model.24/cv2.1/cv2.1.2/Conv,Conv,/model.24/cv2.1/cv2.1.2/Conv_output_0,2.5426,1.1201,2.27,2.5,2.8917
/model.24/Concat_2,Concat,/model.24/Concat_2_output_0,14.0839,13.9086,1.013,14.0,2.8811
/model.23/m.0/m/m.1/cv2/conv/Conv,Conv,/model.23/m.0/m/m.1/cv2/conv/Conv_output_0,2.4431,1.6396,1.49,5.5,2.8569
/model.17/m.0/m/m.0/cv1/conv/Conv,Conv,/model.17/m.0/m/m.0/cv1/conv/Conv_output_0,7.3102,3.9093,1.87,3.3,2.8374
/model.17/m.0/cv2/conv/Conv,Conv,/model.17/m.0/cv2/conv/Conv_output_0,10.2224,5.0863,2.01,2.7,2.7597
/model.24/cv2.2/cv2.2.0/conv/Conv,Conv,/model.24/cv2.2/cv2.2.0/conv/Conv_output_0,2.546,1.571,1.621,4.2,2.7324
/model.8/routing/router/router.5/Mul,Mul,/model.8/routing/router/router.5/Mul_output_0,1.6039,1.4128,1.135,7.6,2.488
