experiment_id,phase,model_variant,seed,precision,epochs_requested,epochs_completed,requested_batch,actual_batch,seconds_per_epoch,total_duration_seconds,peak_gpu_memory_bytes,loss,map50,map50_95,nan_or_inf,exit_code,status,failure_reason,checkpoint_path,checkpoint_size_bytes,checkpoint_sha256
calibration_mot_amp,calibration,mot,0,amp,3,0,8,8,,1260.2427902892232,8482816512,,,,False,1,failed,"TypeError: update expected at most 1 argument, got 2",/root/autodl-tmp/MoT/results/phase2_2_overnight_20260730T025854Z/training/calibration_mot_amp/weights/best.pt,8711054,70ff9e97539a772cb009539f16159d7eb9a623d1a8df28c8f5ee68af2ab19b8b
calibration_mot_fp32,calibration,mot,0,fp32,3,0,8,8,,960.1784735098481,8459157504,,,,False,1,failed,"TypeError: update expected at most 1 argument, got 2",/root/autodl-tmp/MoT/results/phase2_2_overnight_20260730T025854Z/training/calibration_mot_fp32/weights/best.pt,8710478,d2d81d184519ca0dc14a78b93e1c2ca310a6aeb7557cbe505639842903d99361
